English	Polish
Milan	Mediolan
Mile	Mila
Miles Davis	Miles Davis
Military	Kategoria:Wojsko
Military rank	Stopień wojskowy
Milk	Mleko
Milky Way	Droga Mleczna
Millard Fillmore	Millard Fillmore
Millennium	Tysiąclecie
Millimetre	Milimetr
Million	Milion
Millipede	Dwuparce
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee (Wisconsin)
Minaret	Minaret
Mindanao	Mindanao
Mineral	Minerał
Mineral water	Woda mineralna
Mineralogy	Mineralogia
Mineralogy	Kategoria:Mineralogia
Minerva	Minerwa
Ming Dynasty	Dynastia Ming
Minimalism	Minimalizm (sztuka)
Mining	Górnictwo
Minister (government)	Minister (urząd)
Minneapolis	Minneapolis (Minnesota)
Minnesota	Minnesota
Minnesota	Kategoria:Minnesota
Minoan civilization	Kultura minojska
Minor scale	Skala molowa
Minos	Minos
Minotaur	Minotaur (mitologia)
Minsk	Mińsk
Minute	Minuta
Miocene	Miocen
Miracle	Cud
Mirror	Lustro
Mishnah	Miszna
Mississippi	Kategoria:Missisipi
Mississippi River	Missisipi (rzeka)
Missouri	Missouri (stan w USA)
Missouri	Kategoria:Missouri
Missouri River	Missouri (rzeka)
Mitochondrion	Mitochondrium
Mnemosyne	Mnemosyne
Mobile phone	Telefon komórkowy
Modem	Modem
Modernism	Modernizm (sztuka)
Modest Mussorgsky	Modest Musorgski
Modulation	Modulacja
Mogadishu	Mogadiszu
Moirae	Mojry
Mold	Pleśń
Moldova	Mołdawia
Moldova	Kategoria:Mołdawia
Mole (unit)	Mol
Molecular biology	Biologia molekularna
Molecular biology	Kategoria:Biologia molekularna
Molecule	Cząsteczka
Molise	Molise
Mollusca	Mięczaki
Molotov cocktail	Butelka zapalająca
Molybdenum	Molibden
Mombasa	Mombasa
Momentum	Pęd (fizyka)
Monaco	Monako
Monaco	Kategoria:Monako
Monarch	Monarcha
Monarchy	Monarchia
Monastery	Klasztor
Monday	Poniedziałek
Money	Pieniądz
Mongolia	Mongolia
Mongolia	Kategoria:Mongolia
Mongoose	Mangustowate
Monica Seles	Monica Seles
Monism	Monizm
Monocotyledon	Jednoliścienne
Monomer	Monomery
Monopoly	Monopol
Monopoly (game)	Monopoly
Monosaccharide	Cukry proste
Monosodium glutamate	Glutaminian sodu
Monotheism	Monoteizm
Monotreme	Stekowce
Monroe Doctrine	Doktryna Monroe'a
Monrovia	Monrovia
Mons	Mons
Monsoon	Monsun
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategoria:Montana
Monte Carlo	Monte Carlo
Montenegro	Czarnogóra
Montenegro	Kategoria:Czarnogóra
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery (Alabama)
Month	Miesiąc
Montpelier	Montpelier (Vermont)
Montreal	Montreal
Montserrat	Montserrat (wyspa)
Moon	Księżyc
Moose	Łoś
Morality	Moralność
Moravia	Morawy
Morocco	Maroko
Morocco	Kategoria:Maroko
Morpheme	Morfem
Morphine	Morfina
Morphology	Morfologia
Morphology (linguistics)	Morfologia (językoznawstwo)
Morse code	Alfabet Morse'a
Mortar (weapon)	Moździerz
Mosaic	Mozaika
Moscow	Moskwa
Moscow	Kategoria:Moskwa
Moselle	Moselle
Moses	Mojżesz
Moshe Dayan	Mosze Dajan
Mosque	Meczet
Mosquito	Komarowate
Moss	Mchy
Mossad	Mossad
Mosul	Mosul
Motet	Motet
Mother	Matka
Mother Teresa	Matka Teresa z Kalkuty
Mother's Day	Dzień Matki
Motion (physics)	Ruch (fizyka)
Motorcycle	Motocykl
Motto	Motto
Mount Ararat	Ararat
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fudżi
Mount Kilimanjaro	Kilimandżaro
Mount McKinley	McKinley
Mount Olympus	Olimp
Mount Pinatubo	Pinatubo
Mount Rushmore	Mount Rushmore
Mount St. Helens	Mount St. Helens
Mount Vesuvius	Wezuwiusz
Mountain	Góra
Mountain bike	Rower górski
Mountain pass	Przełęcz
Mountain range	Łańcuch górski
Mouse	Mysz
Mouse (computing)	Mysz komputerowa
Mozambique	Mozambik
Mozambique	Kategoria:Mozambik
Mu (letter)	My (litera)
Muezzin	Muezin
Muhammad	Mahomet
Muhammad Ali	Muhammad Ali (bokser)
Mulberry	Morwa
Mule	Muł (ssak)
Multimedia	Multimedia
Multiple sclerosis	Stwardnienie rozsiane
Multiplication	Mnożenie
Mumbai	Bombaj
Mummy	Mumia
Munich	Monachium
Municipality	Gmina (ujednoznacznienie)
Muon	Mion
Murmansk	Murmańsk
Murphy's law	Prawa Murphy'ego
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banan
Musca	Mucha (gwiazdozbiór)
Muscat	Maskat
Muscle	Mięsień
Muse	Muza
Museum	Muzeum
Mushroom	Owocnik
Music	Muzyka
Music	Kategoria:Muzyka
Musical Instrument Digital Interface	MIDI
Musical instrument	Instrument muzyczny
Musical scale	Skala (muzyka)
Musician	Muzyk
Musicology	Muzykologia
Musket	Muszkiet
Mustelidae	Łasicowate
Mutation	Mutacja
Mute Swan	Łabędź niemy
Myanmar	Kategoria:Birma
Mycenae	Mykeny
Mycology	Mikologia
Mycology	Kategoria:Mikologia
Myocardial infarction	Zawał mięśnia sercowego
Myopia	Krótkowzroczność
Myriapoda	Wije
Mysticism	Mistycyzm
Myth	Mit
Mythology	Mitologia
Mythology	Kategoria:Mitologia
N	N
N'Djamena	Ndżamena
NASDAQ	NASDAQ
NATO	NATO
NATO	Kategoria:NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir (astronomia)
Nagasaki	Nagasaki
Nagoya	Nagoja
Nahuatl	Język nahuatl
Nail (anatomy)	Paznokieć
Nail (fastener)	Gwóźdź
Nairobi	Nairobi
Namib Desert	Namib
Namibia	Namibia
Namibia	Kategoria:Namibia
Namur (city)	Namur (miasto)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nankin
Nanotechnology	Nanotechnologia
Nantes	Nantes
Napalm	Napalm
Naples	Neapol
Napoleonic Wars	Wojny napoleońskie
Narcissus (mythology)	Narcyz (mitologia grecka)
Nashville	Nashville (Tennessee)
Nassau	Nassau (Bahamy)
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Naród
National Security Agency	National Security Agency
National anthem	Hymn państwowy
National park	Park narodowy
Nationalism	Nacjonalizm
Nationalism	Kategoria:Nacjonalizm
Natural gas	Gaz ziemny
Natural language processing	Analiza języka naturalnego
Natural number	Liczby naturalne
Natural science	Nauki przyrodnicze
Natural selection	Dobór naturalny
Nature	Natura
Naturism	Naturyzm
Nauru	Nauru
Nauru	Kategoria:Nauru
Nautical mile	Mila morska
Navigation	Kategoria:Nawigacja
Navigation	Nawigacja
Navy	Marynarka wojenna
Nazareth	Nazaret
Nazi Germany	III Rzesza
Nazi Germany	Kategoria:III Rzesza
Nazi Party	Narodowosocjalistyczna Niemiecka Partia Robotników
Nazism	Kategoria:Nazizm
Neanderthal	Neandertalczyk
Nebraska	Nebraska
Nebraska	Kategoria:Nebraska
Nebuchadrezzar II	Nabuchodonozor II
Nebula	Mgławica
Neckar	Neckar
Necktie	Krawat
Nefertiti	Nefertiti
Negev	Pustynia Negew
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Nicienie
Nemean Lion	Lew nemejski
Nemesis (mythology)	Nemezis
Neodymium	Neodym
Neolithic	Neolit
Neologism	Neologizm
Neon	Neon (pierwiastek)
Neoplatonism	Neoplatonizm
Nepal	Nepal
Nepal	Kategoria:Nepal
Nephthys	Neftyda
Neptune	Neptun
Neptunium	Neptun (pierwiastek)
Nereid (moon)	Nereida (księżyc)
Nero	Neron
Nerva	Nerwa
Nervous system	Układ nerwowy człowieka
Nervous system	Kategoria:Układ nerwowy człowieka
Nest	Gniazdo (etologia)
Nestorianism	Nestorianizm
Netherlands	Holandia
Netherlands	Kategoria:Holandia
Netherlands Antilles	Antyle Holenderskie
Network topology	Topologia sieci komputerowej
Neurology	Neurologia
Neurology	Kategoria:Neurologia
Neuron	Neuron
Neurotransmitter	Neuroprzekaźnik
Neutrino	Neutrino
Neutron	Neutron
Neutron star	Gwiazda neutronowa
Neva River	Newa
Nevada	Nevada
Nevada	Kategoria:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	Nowy Brunszwik
New Caledonia	Nowa Kaledonia
New Delhi	Nowe Delhi
New England	Nowa Anglia
New Guinea	Nowa Gwinea
New Hampshire	New Hampshire
New Hampshire	Kategoria:New Hampshire
New Jersey	New Jersey
New Jersey	Kategoria:New Jersey
New Mexico	Nowy Meksyk
New Mexico	Kategoria:Nowy Meksyk
New Orleans	Nowy Orlean
New South Wales	Nowa Południowa Walia
New Testament	Nowy Testament
New World	Nowy Świat (geografia)
New Year	Nowy Rok
New York	Nowy Jork (stan)
New York	Kategoria:Nowy Jork (stan)
New York (disambiguation)	Nowy Jork (ujednoznacznienie)
New York City	Nowy Jork
New York City	Kategoria:Nowy Jork
New York Stock Exchange	New York Stock Exchange
New Zealand	Nowa Zelandia
New Zealand	Kategoria:Nowa Zelandia
Newark	Newark (New Jersey)
Newfoundland (island)	Nowa Fundlandia
Newfoundland and Labrador	Nowa Fundlandia i Labrador
Newport	Newport (Walia)
Newton	Niuton
Niacin	Witamina PP
Niagara Falls	Wodospad Niagara
Niamey	Niamey
Nicaragua	Nikaragua
Nicaragua	Kategoria:Nikaragua
Nice	Nicea
Nicene Creed	Nicejsko-konstantynopolitańskie wyznanie wiary
Nicholas	Dynastia Petrović Njegoš
Nickel	Nikiel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Mikołaj Kopernik
Nicosia	Nikozja
Nicotine	Nikotyna
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Kategoria:Niger
Niger River	Niger (rzeka)
Nigeria	Nigeria
Nigeria	Kategoria:Nigeria
Nightingale	Słowik rdzawy
Nihilism	Nihilizm
Nijmegen	Nijmegen
Nike	Nike (firma)
Nike (mythology)	Nike (mitologia)
Nikita Khrushchev	Nikita Chruszczow
Nikola Tesla	Nikola Tesla
Nile	Nil
Nile crocodile	Krokodyl nilowy
Nineveh	Niniwa
Ninja	Ninja
Niobium	Niob
Nirvana	Nirwana
Nitric acid	Kwas azotowy(V)
Nitrogen	Azot
Nitroglycerin	Nitrogliceryna
Nix (moon)	Nix (księżyc)
Njord	Njörðr
Noah	Noe
Noam Chomsky	Noam Chomsky
Nobel Prize	Nagroda Nobla
Nobel Prize	Kategoria:Nagroda Nobla
Nobelium	Nobel (pierwiastek)
Nobility	Szlachta
Nobility	Kategoria:Szlachta
Noble gas	Gazy szlachetne
Nomad	Nomada
Nominative case	Mianownik (przypadek)
Nonmetal	Niemetale
Norfolk	Norfolk (Anglia)
Norfolk Island	Norfolk (terytorium)
Norma (constellation)	Węgielnica (gwiazdozbiór)
Normal distribution	Rozkład normalny
Norman Mailer	Norman Mailer
Normandy	Normandia
Norn	Norny
Norse mythology	Mitologia nordycka
Norse mythology	Kategoria:Mitologia nordycka
North	Północ
North Africa	Afryka Północna
North America	Ameryka Północna
North America	Kategoria:Ameryka Północna
North Carolina	Karolina Północna
North Carolina	Kategoria:Karolina Północna
North Dakota	Dakota Północna
North Dakota	Kategoria:Dakota Północna
North Island	Wyspa Północna (Nowa Zelandia)
North Korea	Korea Północna
North Korea	Kategoria:Korea Północna
North Pole	Biegun północny
North Sea	Morze Północne
North Star	Gwiazda Polarna
North Yorkshire	North Yorkshire
Northern Europe	Europa Północna
Northern Hemisphere	Półkula północna
Northern Ireland	Irlandia Północna
Northern Ireland	Kategoria:Irlandia Północna
Northern Mariana Islands	Mariany Północne
Northern Territory	Terytorium Północne
Northern pike	Szczupak pospolity
Northwest Territories	Terytoria Północno-Zachodnie
Norway	Norwegia
Norway	Kategoria:Norwegia
Norwegian Sea	Morze Norweskie
Norwegian krone	Korona norweska
Nose	Nos
Nostradamus	Nostradamus
Note	Nuta
Nouakchott	Nawakszut
Noun	Rzeczownik
Nova Scotia	Nowa Szkocja
Novaya Zemlya	Nowa Ziemia
Novel	Powieść
November	Listopad
November 1	1 listopada
November 11	11 listopada
November 2	2 listopada
November 5	5 listopada
Novial	Novial
Novosibirsk	Nowosybirsk
Nu (letter)	Ny (litera)
Nuclear fission	Rozszczepienie jądra atomowego
Nuclear fusion	Reakcja termojądrowa
Nuclear physics	Fizyka jądrowa
Nuclear physics	Kategoria:Fizyka jądrowa
Nuclear power	Energia jądrowa
Nuclear weapon	Broń jądrowa
Nucleic acid	Kwasy nukleinowe
Nucleon	Nukleony
Nucleotide	Nukleotydy
Number	Liczba
Numbers	Kategoria:Liczby
Numidia	Numidia
Numismatics	Numizmatyka
Numismatics	Kategoria:Numizmatyka
Nunavut	Nunavut
Nuremberg	Norymberga
Nut (fruit)	Orzech (botanika)
Nutmeg	Muszkatołowiec korzenny
Nutrition	Kategoria:Odżywianie
Nymph	Nimfa (mitologia)
Nymphaeaceae	Grzybieniowate
Nyx (mythology)	Nyks
O	O
OPEC	OPEC
Oahu	Oahu
Oak	Dąb
Oakland	Oakland (Kalifornia)
Oasis	Oaza (geografia)
Oat	Owies
Oaxaca	Oaxaca
Ob River	Ob
Obelisk	Obelisk
Obesity	Otyłość
Object-oriented programming	Programowanie obiektowe
Oboe	Obój
Observatory	Obserwatorium astronomiczne
Obsidian	Obsydian
Occam's razor	Brzytwa Ockhama
Ocean	Ocean
Ocean current	Prąd morski
Oceania	Oceania
Oceania	Kategoria:Australia i Oceania
Oceanid	Okeanidy
Oceanography	Oceanografia
Oceanography	Kategoria:Oceanografia
Oceanus	Okeanos
Octal	Ósemkowy system liczbowy
Octans	Oktant (gwiazdozbiór)
Octave	Oktawa (interwał)
October	Październik
October 12	12 października
October 24	24 października
October Revolution	Rewolucja październikowa
Octopus	Ośmiornice
Ode	Oda (literatura)
Oder River	Odra
Odessa	Odessa
Odin	Odyn
Odonata	Ważki
Odysseus	Odyseusz
Odyssey	Odyseja
Oedipus	Edyp
Offside (football)	Spalony (piłka nożna)
Ohio	Ohio
Ohio	Kategoria:Ohio
Ohm	Om (jednostka)
Ohm's law	Prawo Ohma
Oil	Olej
Oil (disambiguation)	Olej
Oil painting	Malarstwo olejne
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategoria:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Język staro-cerkiewno-słowiański
Old Norse	Język staronordyjski
Old Testament	Stary Testament
Oligarchy	Oligarchia
Oligocene	Oligocen
Oligopoly	Oligopol
Olive	Oliwka europejska
Olive oil	Oliwa z oliwek
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Oliwiny
Olympia	Olympia (Waszyngton)
Olympia	Olimpia (miasto)
Olympic Games	Igrzyska olimpijskie
Olympics	Kategoria:Igrzyska olimpijskie
Omaha	Omaha (Nebraska)
Oman	Oman
Oman	Kategoria:Oman
Omega	Omega
Omicron	Omikron
Omsk	Omsk
Oncology	Kategoria:Onkologia
Onion	Cebula zwyczajna
Onomastics	Onomastyka
Ontario	Ontario (prowincja Kanady)
Ontario	Kategoria:Ontario
Ontology	Ontologia
Oort cloud	Obłok Oorta
Opal	Opal (minerał)
Opel	Adam Opel AG
Opera	Opera (dzieło)
Opera (Internet suite)	Opera (program)
Operating system	System operacyjny
Operetta	Operetka
Ophiuchus	Wężownik (gwiazdozbiór)
Opium	Opium
Optical fiber	Światłowód
Optical illusion	Złudzenie optyczne
Optics	Optyka
Optics	Kategoria:Optyka
Optimization (mathematics)	Optymalizacja (matematyka)
Oral sex	Seks oralny
Orange (colour)	Barwa pomarańczowa
Orange (fruit)	Pomarańcza
Orangutan	Orangutan
Oratorio	Oratorium
Orbit	Orbita
Orca	Orka
Orchestra	Orkiestra
Orchidaceae	Storczykowate
Order (biology)	Rząd (biologia)
Order of Saint Benedict	Benedyktyni
Ordovician	Ordowik
Oregano	Lebiodka pospolita
Oregon	Oregon
Oregon	Kategoria:Oregon
Orestes (mythology)	Orestes (mitologia)
Organ (anatomy)	Narząd
Organ (music)	Organy
Organelle	Organellum
Organic chemistry	Chemia organiczna
Organic chemistry	Kategoria:Chemia organiczna
Organic compound	Związki organiczne
Organism	Organizm
Organization	Organizacja
Organization of American States	Organizacja Państw Amerykańskich
Orgasm	Orgazm
Origami	Origami
Origen	Orygenes
Original sin	Grzech pierworodny
Orinoco	Orinoko
Orion (constellation)	Orion (gwiazdozbiór)
Orissa	Orisa
Orlando	Orlando (Floryda)
Ornithology	Ornitologia
Ornithology	Kategoria:Ornitologia
Orpheus	Orfeusz
Orson Welles	Orson Welles
Orthography	Ortografia
Osaka	Osaka
Osama bin Laden	Usama ibn Ladin
Oscar Wilde	Oscar Wilde
Oscillation	Drgania
Osiris	Ozyrys (bóg)
Oslo	Oslo
Osman I	Osman I
Osmium	Osm
Osprey	Rybołów
Osteichthyes	Ryby kostnoszkieletowe
Osteoporosis	Osteoporoza
Ostrava	Ostrawa
Ostrich	Struś
Othello	Otello
Otho	Marek Salwiusz Oton
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Otton I Wielki
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Imperium osmańskie
Ounce	Uncja
Ovary	Jajniki
Ovid	Owidiusz
Oviedo	Oviedo
Ovis	Ovis
Ovum	Komórka jajowa
Owl	Sowy
Oxford	Oksford
Oxidation state	Stopień utlenienia
Oxide	Tlenki
Oxygen	Tlen
Oxymoron	Oksymoron
Oxytocin	Oksytocyna
Ozone	Ozon (chemia)
Ozone layer	Ozonosfera
P	P
PAL	PAL
PH	Skala pH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Ocean Spokojny
Pacific Ocean	Kategoria:Ocean Spokojny
Pacifism	Pacyfizm
Padua	Padwa
Paganism	Pogaństwo
Painting	Kategoria:Malarstwo
Pakistan	Pakistan
Pakistan	Kategoria:Pakistan
Palace of Versailles	Pałac wersalski
Palau	Palau
Palau	Kategoria:Palau
Paleocene	Paleocen
Paleolithic	Paleolit
Paleontology	Paleontologia
Paleontology	Kategoria:Paleontologia
Paleozoic	Paleozoik
Palermo	Palermo
Palestine	Palestyna
Palestine	Kategoria:Autonomia Palestyńska
Palestine Liberation Organization	Organizacja Wyzwolenia Palestyny
Palestinian National Authority	Autonomia Palestyńska
Pali	Język pali
Palindrome	Palindrom
Palladium	Pallad
Palm Sunday	Niedziela Palmowa
Palmyra	Palmyra (miasto)
Pamir Mountains	Pamir
Pan (mythology)	Pan (mitologia)
Panama	Panama
Panama	Kategoria:Panama
Panama Canal	Kanał Panamski
Panama City	Panama (miasto)
Pancreas	Trzustka
Pandemic	Pandemia
Pandora	Pandora
Pangaea	Pangea
Pantheism	Panteizm
Pantheon	Panteon w Rzymie
Panthera	Panthera
Papal States	Państwo Kościelne
Papua New Guinea	Papua-Nowa Gwinea
Papua New Guinea	Kategoria:Papua-Nowa Gwinea
Papyrus	Papirus
Parabola	Parabola (matematyka)
Paracelsus	Paracelsus
Parachute	Spadochron
Paradigm	Paradygmat
Paradox	Paradoks
Paragliding	Paralotniarstwo
Paraguay	Paragwaj
Paraguay	Kategoria:Paragwaj
Parallax	Paralaksa
Parallelogram	Równoległobok
Paramaribo	Paramaribo
Paranoia	Zespół paranoiczny
Paraphilia	Parafilia
Parapsychology	Parapsychologia
Parasitism	Pasożytnictwo (biologia)
Parchment	Pergamin
Paris	Paryż
Paris	Kategoria:Paryż
Paris (mythology)	Parys
Parity (mathematics)	Liczby parzyste i nieparzyste
Parkinson's disease	Choroba Parkinsona
Parliament	Parlament
Parmenides	Parmenides
Parody	Parodia
Parrot	Papugowe
Parsec	Parsek
Parsley	Pietruszka zwyczajna
Parthenon	Partenon
Parthia	Partia (kraina)
Particle physics	Fizyka cząstek elementarnych
Particle physics	Kategoria:Fizyka cząstek elementarnych
Parvati	Parwati
Pascal	Pascal
Pascal (programming language)	Pascal (język programowania)
Pascal (unit)	Paskal
Passeriformes	Kategoria:Wróblowe
Passerine	Wróblowe
Passover	Pesach
Passport	Paszport
Pasteurization	Pasteryzacja
Patagonia	Patagonia
Patent	Patent
Pathology	Fitopatologia
Patras	Patras
Patriarch	Patriarcha
Patrick White	Patrick White
Patriotism	Patriotyzm
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Paweł z Tarsu
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Reguła Pauliego
Pavo (constellation)	Paw (gwiazdozbiór)
Pawn (chess)	Pion (szachy)
Pays de la Loire	Kraje Loary
Pea	Groch
Peace	Pokój (polityka)
Peace of Westphalia	Pokój westfalski 1648
Peach	Brzoskwinia
Peanut	Orzech ziemny
Pear	Grusza
Pearl	Perła
Pearl Harbor	Naval Base Pearl Harbor
Peat	Torf
Pedagogy	Pedagogika
Pedagogy	Kategoria:Pedagogika
Pediatrics	Pediatria
Pedophilia	Pedofilia
Pedunculate Oak	Dąb szypułkowy
Pegasus	Pegaz (mitologia)
Pegasus (constellation)	Pegaz (gwiazdozbiór)
Peloponnese	Peloponez
Peloponnesian War	Wojny peloponeskie
Pencil	Ołówek
Pendulum	Wahadło
Penelope	Penelopa
Penguin	Pingwiny
Penicillin	Penicyliny
Peninsula	Półwysep
Pennsylvania	Pensylwania
Pennsylvania	Kategoria:Pensylwania
Pentagon	Pięciokąt
Pentagram	Pentagram
Pentecost	Zesłanie Ducha Świętego
Pentecostalism	Pentekostalizm
People	Kategoria:Biografie
People's Republic of China	Chińska Republika Ludowa
Pepin the Short	Pepin Krótki
Pepsi	Pepsi-Cola
Peptide	Peptydy
Percentage	Procent
Perception	Spostrzeganie
Perciformes	Okoniokształtne
Percussion instrument	Instrument perkusyjny
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Sokół wędrowny
Perestroika	Pieriestrojka
Perfume	Perfumy
Pericles	Perykles
Period (periodic table)	Prawo okresowości Mendelejewa
Periodic table	Układ okresowy pierwiastków
Perm	Perm (miasto)
Permafrost	Wieczna zmarzlina
Permian	Perm
Permutation	Permutacja
Pernambuco	Pernambuco
Perpetual motion	Perpetuum mobile
Persephone	Persefona
Persepolis	Persepolis
Perseus	Perseusz (mitologia)
Perseus (constellation)	Perseusz (gwiazdozbiór)
Persian Gulf	Zatoka Perska
Personal digital assistant	Palmtop
Perth	Perth
Peru	Peru
Peru	Kategoria:Peru
Pesticide	Pestycydy
Peter Abelard	Piotr Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Ropa naftowa
Petrology	Petrologia
Phanerozoic	Fanerozoik
Pharaoh	Faraon
Pharmacology	Farmakologia
Pharmacology	Kategoria:Farmakologia
Pharynx	Gardło
Phase (matter)	Stan skupienia materii
Phenol	Fenol
Phenomenology	Fenomenologia
Phenotype	Fenotyp
Phenylalanine	Fenyloalanina
Phenylketonuria	Fenyloketonuria
Phi (letter)	Phi
Philadelphia	Filadelfia
Philately	Filatelistyka
Philately	Kategoria:Filatelistyka
Philip II of Macedon	Filip II Macedoński
Philip II of Spain	Filip II Hiszpański
Philipp Lenard	Fülöp Lénárd
Philippine Sea	Morze Filipińskie
Philippines	Filipiny
Philippines	Kategoria:Filipiny
Philology	Filologia
Philology	Kategoria:Filologia
Philosopher's stone	Kamień filozoficzny
Philosophy	Filozofia
Philosophy	Kategoria:Filozofia
Philosophy	Portal:Filozofia
Phnom Penh	Phnom Penh
Phobia	Fobia
Phobos (moon)	Fobos (księżyc)
Phoenicia	Fenicja
Phoenix	Phoenix (Arizona)
Phoenix	Feniks (ujednoznacznienie)
Phoenix (constellation)	Feniks (gwiazdozbiór)
Phoenix (mythology)	Feniks
Phoenix (spacecraft)	Phoenix (lądownik)
Phoneme	Fonem
Phonetics	Fonetyka
Phonology	Fonologia
Phosphate	Fosforany
Phosphoric acid	Kwas fosforowy
Phosphorus	Fosfor
Photography	Fotografia
Photography	Kategoria:Fotografia
Photon	Foton
Photosphere	Fotosfera
Photosynthesis	Fotosynteza
Phylum	Typ (biologia)
Physical chemistry	Chemia fizyczna
Physical chemistry	Kategoria:Chemia fizyczna
Physician	Lekarz
Physics	Fizyka
Physics	Kategoria:Fizyka
Physics	Portal:Fizyka
Physiology	Fizjologia
Physiology	Kategoria:Fizjologia
Pi	Pi
Pi (letter)	Pi (litera)
Piano	Fortepian
Picardie	Pikardia
Piciformes	Dzięciołowe
Pictor	Malarz (gwiazdozbiór)
Pidgin	Języki pidżynowe
Pidgin (software)	Pidgin (komunikator internetowy)
Piedmont	Piemont
Pierre	Pierre (Dakota Południowa)
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilsen	Pilzno
Pinaceae	Sosnowate
Pindar	Pindar
Pine	Sosna
Pineapple	Ananas jadalny
Ping	Ping
Pink	Barwa różowa
Pinniped	Płetwonogie
Piracy	Pirat
Pisa	Piza
Pisces (constellation)	Ryby (gwiazdozbiór)
Piston	Tłok
Pittsburgh	Pittsburgh
Pituitary gland	Przysadka mózgowa
Pixel	Piksel
Pizza	Pizza
Plagiarism	Plagiat
Plane (mathematics)	Płaszczyzna
Planet	Planeta
Planetary nebula	Mgławica planetarna
Plankton	Plankton
Plant	Rośliny
Plasma (physics)	Plazma
