English	Norwegian
Subversion (software)	Subversion
Sucre	Sucre (Bolivia)
Sucrose	Rørsukker
Sudan	Sudan
Sudan	Kategori:Sudan
Sudoku	Sudoku
Suez Canal	Suezkanalen
Suffix	Suffiks
Sufism	Sufisme
Sugar	Sukker
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Sulfur	Svovel
Sulfur dioxide	Svoveldioksid
Sulfur mustard	Sennepsgass
Sulfuric acid	Svovelsyre
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Summer	Sommer
Sumo	Sumo
Sun	Solen
Sun	Kategori:Solen
Sun Yat-sen	Sun Yat-sen
Sunday	Søndag
Sundial	Solur
Sunflower	Solsikke
Sunni Islam	Sunniislam
Sunspot	Solflekk
Supercomputer	Superdatamaskin
Superconductivity	Superleder
Superman	Supermann
Supernova	Supernova
Supreme Court of the United States	De forente staters høyesterett
Sura	Sura
Surface tension	Overflatespenning
Surgeon	Kirurgi
Surgery	Kirurgi
Surgery	Kategori:Kirurgi
Suriname	Surinam
Suriname	Kategori:Surinam
Surrealism	Surrealisme
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swallow	Svalefamilien
Swan	Svanefamilien
Swastika	Hakekors
Swaziland	Swaziland
Swaziland	Kategori:Swaziland
Sweden	Sverige
Sweden	Kategori:Sverige
Swedish krona	Svensk krone
Sweet potato	Søtpotet
Swimming	Svømming
Swimming	Kategori:Svømming
Swiss franc	Sveitsisk franc
Swiss people	Kategori:Sveitsere
Switzerland	Sveits
Switzerland	Kategori:Sveits
Sword	Sverd
Sydney	Sydney
Syllable	Stavelse
Sylvia Plath	Sylvia Plath
Symbiosis	Symbiose
Symbol	Symbol
Symphony	Symfoni
Symptom	Symptom
Synagogue	Synagoge
Syndicate	Syndikat
Synesthesia	Synestesi
Synonym	Synonym
Syntax	Syntaks
Synthesizer	Synthesizer
Syphilis	Syfilis
Syracuse	Siracusa
Syria	Syria
Syria	Kategori:Syria
System	System
Systematics	Systematikk
T	T
T. E. Lawrence	Thomas Edward Lawrence
T. S. Eliot	T.S. Eliot
Table (furniture)	Bord
Table tennis	Bordtennis
Taboo	Tabu
Tacitus	Tacitus
Taekwondo	Taekwondo
Tagus	Tajo
Tahiti	Tahiti
Tai chi chuan	Tai Chi Chuan
Tail	Hale
Taipei	Taipei
Taiwan	Kategori:Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tadsjikistan
Tajikistan	Kategori:Tadsjikistan
Talc	Talk
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa (Florida)
Tampere	Tampere
Tanakh	Tanákh
Tang Dynasty	Tang-dynastiet
Tangier	Tanger
Tango (dance)	Tango
Tank	Stridsvogn
Tantalum	Tantal
Tantalus	Tantalos
Tanzania	Tanzania
Tanzania	Kategori:Tanzania
Taoism	Taoisme
Tapir	Tapirer
Tardigrade	Bjørnedyr
Tarn	Tarn
Tarragon	Estragon
Tartarus	Tartaros
Tartu	Tartu
Tashkent	Tasjkent
Tasman Sea	Tasmanhavet
Tasmania	Tasmania
Tasmanian Devil	Tasmansk djevel
Taste	Smak
Tattoo	Tatovering
Tau	Tau (bokstav)
Tawny Owl	Kattugle
Tax	Skatt
Taxation	Kategori:Skatt
Taxicab	Drosje
Taxon	Gruppe (biologi)
Taxonomy	Taksonomi
Taxus baccata	Barlind
Tbilisi	Tbilisi
Tea	Te
Tea	Kategori:Te
Teacher	Lærer
Technetium	Technetium
Techno	Techno
Technology	Teknologi
Technology	Kategori:Teknologi
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telecommunication	Telekommunikasjon
Telegraphy	Telegraf
Telepathy	Telepati
Telephone	Telefon
Telescope	Teleskop
Telescopium	Teleskopet
Television	Fjernsyn
Television	Kategori:TV
Tellurium	Tellur
Temperature	Temperatur
Temple of Artemis	Artemistempelet i Efesos
Ten Commandments	De ti bud
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategori:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Tennis	Kategori:Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila (brennevin)
Terbium	Terbium
Termite	Termitter
Terpsichore	Terpsikhore
Terrorism	Terrorisme
Terrorism	Kategori:Terrorisme
Tertullian	Tertullianus
Tesla (unit)	Tesla
Testicle	Testikkel
Testosterone	Testosteron
Tetanus	Stivkrampe
Tethys (mythology)	Tethys
Tetrahedron	Tetraeder
Tetrahydrocannabinol	Tetrahydrocannabinol
Tetrapod	Landlevende virveldyr
Texas	Texas
Texas	Kategori:Texas
Textile	Tekstilvev
Thailand	Thailand
Thailand	Kategori:Thailand
Thales	Thales
Thalia	Thalia
Thallium	Thallium
Thanatos	Thanatos
Thanksgiving	Thanksgiving
Thanksgiving (Canada)	Thanksgiving
Thanksgiving (United States)	Thanksgiving
Thanksgiving (disambiguation)	Thanksgiving
The Gambia	Gambia
The Gambia	Kategori:Gambia
The Hague	Haag
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teater
Theatre	Kategori:Teater
Thebe (moon)	Thebe (måne)
Thebes	Theben (Hellas)
Thebes	Theben (Egypt)
Theia	Theia
Themis	Themis
Themistocles	Themistokles
Theocracy	Teokrati
Theodolite	Teodolitt
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius den store
Theology	Teologi
Theology	Kategori:Teologi
Theorem	Teorem
Theory	Teori
Theory of relativity	Relativitetsteorien
Theravada	Theravada
Thermometer	Termometer
Theseus	Thesevs
Thessaloniki	Thessaloniki
Thessaly	Thessalia
Theta	Theta
Thetis	Thetis
Thiamine	Tiamin
Think tank	Tankesmie
Third Crusade	Tredje korstog
Third World	Den tredje verden
Thirty Years' War	Tredveårskrigen
Thomas Aquinas	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thor	Tor
Thorium	Thorium
Thoth	Tot
Thought	Tenke
Thrace	Trakia
Thucydides	Tukydid
Thulium	Thulium
Thuringia	Thüringen
Thuringia	Kategori:Thüringen
Thursday	Torsdag
Thyme	Timian
Thymine	Tymin
Thyroid	Skjoldbruskkjertel
Tianjin	Tianjin
Tiber	Tiberen
Tiberius	Tiberius
Tibet	Tibet
Tibet	Kategori:Tibet
Ticino	Ticino
Tide	Tidevann
Tierra del Fuego	Ildlandet
Tiger	Tiger
Tigris	Tigris
Tilia	Lind
Timbuktu	Timbuktu
Time	Tid
Time	Kategori:Tid
Time (magazine)	Time Magazine
Time zone	Tidssone
Timor	Timor
Timur	Timur Lenk
Tin	Tinn (grunnstoff)
Tirana	Tirana
Tit (bird)	Meisefamilien
Titan (disambiguation)	Titan
Titan (moon)	Titan (måne)
Titan (mythology)	Titan (gud)
Titania (moon)	Titania
Titanic (disambiguation)	Titanic
Titanium	Titan (grunnstoff)
Titian	Tiziano Vecellio
Titus	Titus
Tivoli	Tivoli (Italia)
Tobacco	Tobakk
Tocantins (state)	Tocantins
Tofu	Tofu
Togo	Togo
Tokyo	Tokyo
Toledo	Toledo
Toluene	Toluen
Tom Hanks	Tom Hanks
Tom and Jerry	Tom og Jerry
Tomato	Tomat
Ton	Megagram
Tonga	Tonga
Tonga	Kategori:Tonga
Tongue	Tunge
Toni Morrison	Toni Morrison
Tonne	Tonn
Tony Blair	Tony Blair
Tool	Redskap
Tooth	Tann
Toothbrush	Tannbørste
Topaz	Topas
Topeka	Topeka
Topology	Topologi
Torah	Tora
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Torque	Dreiemoment
Torture	Tortur
Torus	Torus
Totalitarianism	Totalitarisme
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turisme
Tourism	Kategori:Turisme
Tours	Tours
Tower	Tårn
Tower of Babel	Babels tårn
Tower of London	Tower of London
Town	By
Toxicity	Gift
Toxicology	Toksikologi
Toy	Leketøy
Toyota	Toyota
Tractor	Traktor
Trade	Internasjonal handel
Trade union	Fagforening
Trademark	Varemerke
Tradition	Tradisjon
Tragedy	Tragedie
Train	Tog
Train station	Jernbanestasjon
Trajan	Trajan
Tram	Sporvei
Transformer	Transformator
Transistor	Transistor
Transliteration	Transliterasjon
Transmission Control Protocol	TCP
Transportation	Kategori:Transport
Transsexualism	Transkjønnethet
Transylvania	Transilvania
Treaty	Traktat
Treaty of Versailles	Versaillestraktaten
Tree	Tre
Trento	Trento
Trenton	Trenton
Triangle	Trekant
Triassic	Trias
Triceratops	Triceratops
Trier	Trier
Trigonometry	Trigonometri
Trigonometry	Kategori:Trigonometri
Trilobite	Trilobitter
Trilogy	Trilogi
Trinidad	Trinidad
Trinidad and Tobago	Trinidad og Tobago
Trinidad and Tobago	Kategori:Trinidad og Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Den hellige treenighet
Tripoli	Tripoli
Triskelion	Triskelion
Tritium	Tritium
Triton (moon)	Triton (måne)
Triton (mythology)	Triton (gresk mytologi)
Triumphal arch	Triumfbue
Trojan Horse	Den trojanske hest
Trojan War	Den trojanske krig
Troll	Troll (eventyr)
Troll (Internet)	Troll (Internett)
Trolleybus	Trolleybuss
Trombone	Trombone
Trondheim	Trondheim
Tropic of Cancer	Krepsens vendekrets
Tropic of Capricorn	Stenbukkens vendekrets
Troposphere	Troposfæren
Trotskyism	Trotskisme
Troy	Troja
Truck	Lastebil
Truman Doctrine	Truman-doktrinen
Trumpet	Trompet
Truth	Sannhet
Trygve Lie	Trygve Lie
Tryptophan	Tryptofan
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba	Tuba
Tuber (genus)	Trøfler
Tuberculosis	Tuberkulose
Tucson	Tucson
Tuesday	Tirsdag
Tulip	Tulipaner
Tumor	Svulst
Tundra	Tundra
Tungsten	Wolfram
Tunicate	Kappedyr
Tunis	Tunis
Tunisia	Tunisia
Tunisia	Kategori:Tunisia
Tunnel	Tunnel
Turbine	Turbin
Turin	Torino
Turing machine	Turingmaskin
Turkey	Tyrkia
Turkey	Kategori:Tyrkia
Turkmenistan	Turkmenistan
Turkmenistan	Kategori:Turkmenistan
Turmeric	Gurkemeie
Turtle	Skilpadder
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Kategori:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Skrivemaskin
Typography	Typografi
Typography	Kategori:Typografi
Tyrannosaurus	Tyrannosaurus rex
Tyre	Tyr
Tyrol (state)	Tirol (Østerrike)
Tyrrhenian Sea	Tyrrenhavet
U	U
UNESCO	FNs organisasjon for utdannelse, vitenskap og kultur
Ufa	Ufa (by)
Uganda	Uganda
Uganda	Kategori:Uganda
Ukraine	Ukraina
Ukraine	Kategori:Ukraina
Ulan Bator	Ulan Bator
Ulster	Ulster
Ultrasound	Ultralyd
Ultraviolet	Ultrafiolett stråling
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Paraply
Umbria	Umbria
Uncertainty principle	Heisenbergs uskarphetsrelasjon
Unemployment	Arbeidsledighet
Unicorn	Enhjørning
Unidentified flying object	Uidentifisert flygende objekt
Uniform Resource Locator	Uniform Resource Locator
United Arab Emirates	De forente arabiske emirater
United Arab Emirates	Kategori:De forente arabiske emirater
United Arab Republic	Forente arabiske republikk
United Kingdom	Storbritannia
United Kingdom	Kategori:Storbritannia
United Nations	FN
United Nations	Kategori:FN
United Nations Children's Fund	UNICEF
United States	Amerikas forente stater
United States	Kategori:USA
United States Air Force	United States Air Force
United States Congress	Kongressen (USA)
United States Constitution	USAs grunnlov
United States House of Representatives	Representantenes hus (USA)
United States Military Academy	United States Military Academy
United States Navy	United States Navy
United States Senate	USAs senat
United States Virgin Islands	De amerikanske jomfruøyene
United States dollar	Amerikansk dollar
Universe	Universet
University	Universitet
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Unix	Kategori:Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanishadene
Uppsala	Uppsala
Upsilon	Ypsilon
Ur	Ur
Uracil	Uracil
Ural Mountains	Uralfjellene
Urania	Urania
Uranium	Uran
Uranus	Uranus
Uranus	Kategori:Uranus
Uranus (mythology)	Uranos
Urdu	Urdu
Urea	Urea
Urine	Urin
Ursa Major	Store bjørn
Ursa Minor	Lille bjørn
Uruguay	Uruguay
Uruguay	Kategori:Uruguay
Utah	Utah
Utah	Kategori:Utah
Uterus	Livmor
Utilitarianism	Utilitarismen
Utopia	Utopi
Utrecht (city)	Utrecht (by)
Utrecht (province)	Utrecht (provins)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Usbekistan
Uzbekistan	Kategori:Usbekistan
V	V
Vaccine	Vaksine
Vacuole	Vakuole
Vacuum	Vakuum
Vacuum tube	Radiorør
Vaduz	Vaduz
Vagina	Vagina
Valence	Valence (Drôme)
Valencia	Valencia
Valentina Tereshkova	Valentina Teresjkova
Valentine's Day	Valentinsdagen
Valhalla	Valhall
Valkyrie	Valkyrie
Valletta	Valletta
Valley	Dal
Vampire	Vampyr
Vanadium	Vanadium
Vancouver	Vancouver
Vancouver Island	Vancouver Island
Vanir	Vaner
Vanuatu	Vanuatu
Vanuatu	Kategori:Vanuatu
Var (department)	Var (departement)
Variance	Varians
Varna	Varna
Vascular plant	Karplanter
Vatican City	Vatikanstaten
Vatican City	Kategori:Vatikanstaten
Vector (spatial)	Vektor
Vega	Vega (stjerne)
Vegetable	Grønnsak
Vegetarianism	Vegetarianisme
Vein	Vene
Velociraptor	Velociraptor
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategori:Venezuela
Venice	Venezia
Venus	Venus
Venus (mythology)	Venus (gudinne)
Verb	Verb
Vermont	Vermont
Vermont	Kategori:Vermont
Verona	Verona
Versailles	Versailles
Vertebra	Virvel
Vertebral column	Ryggsøyle
Vertebrate	Virveldyr
Vespasian	Vespasian
Vesta (mythology)	Vesta (gudinne)
Veto	Veto
Vice President of the United States	Liste over Amerikas forente staters visepresidenter
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria, Seychellene
Victoria	Victoria (Britisk Columbia)
Victoria	Victoria
Victoria (Australia)	Victoria (Australia)
Victoria Falls	Victoriafallene
Video	Video
Video game	Videospill
Vienna	Wien
Vienna	Kategori:Wien
Vienne	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Kategori:Vietnam
Vietnam War	Vietnamkrigen
Vietnam War	Kategori:Vietnamkrigen
Viking	Viking
Vilfredo Pareto	Vilfredo Pareto
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Eddik
Viola	Bratsj
Violence	Vold
Violin	Fiolin
Virgil	Publius Vergilius Maro
Virgin Islands	Jomfruøyene
Virginia	Virginia
Virginia	Kategori:Virginia
Virginia Woolf	Virginia Woolf
Virginity	Jomfrudom
Virtual reality	Kunstig virkelighet
Virtue	Dyd
Virus	Virus
Viscosity	Viskositet
Vishnu	Vishnu
Vistula	Wisła
Vitamin	Vitamin
Vitamin A	Vitamin A
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitamin K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokativ
Vodka	Vodka
Volcano	Vulkan
Volcanology	Kategori:Vulkanologi
Volcanology	Vulkanologi
Volga River	Volga
Volgograd	Volgograd
Volleyball	Volleyball
Volleyball	Kategori:Volleyball
Volt	Volt
Voltage	Elektrisk spenning
Voltaire	François Voltaire
Volume	Volum
Vomiting	Oppkast
Voodoo	Voodoo
Vowel	Vokal
Vulgar Latin	Vulgærlatin
Vulgate	Vulgata
Vulva	Vulva
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wake Island	Wake Island
Wales	Wales
Wales	Kategori:Wales
Walnut	Valnøtter
Walrus	Hvalross
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Krig
War	Kategori:Krig
War crime	Krigsforbrytelse
War of the Spanish Succession	Den spanske arvefølgekrigen
Wars of the Roses	Rosekrigene
Warsaw	Warszawa
Wart	Verruca vulgaris
Washing machine	Vaskemaskin
Washington	Washington, DC
Washington	Washington
Washington	Kategori:Washington
Washington (disambiguation)	Washington (andre betydninger)
Wassily Kandinsky	Vasilij Kandinskij
Waste	Avfall
Water	Vann
Water	Kategori:Vann
Water polo	Vannpolo
Waterfall	Foss
Watergate scandal	Watergate-skandalen
Watermelon	Vannmelon
Watt	Watt (effekt)
Watt-hour	Kilowattime
Wavelength	Bølgelengde
Wax	Voks
Weak interaction	Svak kjernekraft
Weapon	Våpen
Weather	Vær (meteorologi)
Web browser	Nettleser
Web page	Nettside
Webcam	Nettkamera
Weber (unit)	Weber
Website	nettsted
Wednesday	Onsdag
Week	Ukedager
Weight	Tyngde
Weightlifting	Vektløfting
Weimar	Weimar
Weimar Republic	Tysklands historie (1918–1933)
Welding	Sveising
Wellington	Wellington
Werewolf	Varulv
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Vest
West Africa	Vest-Afrika
West Bank	Vestbredden
West Bengal	Vest-Bengal
West Berlin	Vest-Berlin
West Germany	Vest-Tyskland
West Sussex	West Sussex
West Virginia	Vest-Virginia
West Virginia	Kategori:Vest-Virginia
Western Australia	Vest-Australia
Western Roman Empire	Vestromerriket
Western Sahara	Vest-Sahara
Western Sahara	Kategori:Vest-Sahara
Westminster Abbey	Westminster Abbey
Whale	Hval
Wheat	Hvete
Wheel	Hjul
Whisky	Whisky
White House	Det hvite hus
White Sea	Kvitsjøen
White blood cell	Hvitt blodlegeme
White dwarf	Hvit dverg
Wicca	Wicca
Wide area network	Vidstrakt datanett
Wiesbaden	Wiesbaden
Wildcat	Villkatt
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testament
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Vilhelm I av Tyskland
William II	Vilhelm II av Tyskland
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William of Ockham	William av Ockham
Willow	Viere
Willy Brandt	Willy Brandt
Wind power	Vindkraft
Windhoek	Windhoek
Windmill	Vindmølle
Window	Vindu
Wine	Vin
Wine	Kategori:Vin
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Vinter
Winter Olympic Games	Olympiske vinterleker
Winter Olympic Games	Kategori:Vinter-OL
Wisconsin	Wisconsin
Wisconsin	Kategori:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Kvinne
Wood	Treverk
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Treblåseinstrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Ord
Word processor	Tekstbehandling
World Bank	Verdensbanken
World Health Organization	Verdens helseorganisasjon
World Meteorological Organization	Verdens meteorologiorganisasjon
World Trade Center	Verdens Handelssenter i New York
World Trade Organization	Verdens handelsorganisasjon
World War I	Første verdenskrig
World War I	Kategori:Første verdenskrig
World War II	Andre verdenskrig
World War II	Kategori:Andre verdenskrig
World Wide Web	World Wide Web
World war	Verdenskrig
Worm	Makk
Wormhole	Ormehull
Writer	Skribent
Writing system	Skriftsystem
Wuhan	Wǔhàn
Wyoming	Wyoming
Wyoming	Kategori:Wyoming
X	X
X-ray	Røntgenstråling
Xenarthra	Gomlere
Xenon	Xenon
Xenophanes	Xenofanes
Xenophobia	Xenofobi
Xenophon	Xenofon
Xi	Xi
Xinjiang	Xinjiang
Xylophone	Xylofon
Y	Y
Yahweh	JHVH
Yak	Jak
Yakuza	Yakuza
Yale University	Yale University
Yalta	Jalta
Yalta Conference	Jaltakonferansen
Yangon	Yangôn
Yangtze River	Chang Jiang
Yard	Yard
Yasser Arafat	Yasir Arafat
Year	År
Years	Kategori:Årstall
Yeast	Gjær
Yellow	Gul
Yellow River	Huang He
Yellow Sea	Gulehavet
Yellowstone National Park	Yellowstone nasjonalpark
Yemen	Jemen
Yemen	Kategori:Jemen
Yenisei River	Jenisej
Yerevan	Jerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Jojo
Yoga	Yoga
Yoghurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Jom kippúr
Yom Kippur War	Yom Kippur-krigen
York	York
Yosemite National Park	Yosemite nasjonalpark
Young's modulus	E-modul
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan Dynasty	Yuan-dynastiet
Yugoslavia	Jugoslavia
Yugoslavia	Kategori:Jugoslavia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Jurij Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Zambia	Kategori:Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zealand	Sjælland
Zen	Zen
Zenith	Senit
Zeno (emperor)	Zeno
Zeno of Elea	Zenon fra Elea
Zeta	Zeta
Zeus	Zevs
Zeus (disambiguation)	Zevs
Ziggurat	Ziggurat
Zimbabwe	Zimbabwe
Zimbabwe	Kategori:Zimbabwe
Zinc	Sink
Zionism	Sionisme
Zirconium	Zirkonium
Zodiac	Dyrekretsen
Zombie	Zombie
Zoo	Dyrehage
Zoology	Zoologi
Zoology	Kategori:Zoologi
Zoroaster	Zarathustra
Zoroastrianism	Zoroastrisme
Zulu	Zulu
