English	Czech
Swimming	Plavání
Swimming	Kategorie:Plavání
Swiss franc	Švýcarský frank
Swiss people	Kategorie:Švýcaři
Switzerland	Švýcarsko
Switzerland	Kategorie:Švýcarsko
Sword	Meč
Sydney	Sydney
Syllable	Slabika
Sylvia Plath	Sylvia Plath
Symbiosis	Symbióza
Symbol	Symbol
Symphony	Symfonie
Symptom	Symptom
Synagogue	Synagoga
Synesthesia	Synestezie
Synonym	Synonymum
Syntax	Syntax
Synthesizer	Syntezátor
Syphilis	Syfilis
Syracuse	Siracusa
Syria	Sýrie
Syria	Kategorie:Sýrie
System	Systém
Systematics	Systematika (biologie)
T	T
T. E. Lawrence	Thomas Edward Lawrence
T. S. Eliot	Thomas Stearns Eliot
Table (furniture)	Stůl
Table tennis	Stolní tenis
Taboo	Tabu
Tacitus	Tacitus
Taekwondo	Taekwondo
Tagus	Tajo
Tahiti	Tahiti
Tai chi chuan	Tchaj-ťi
Tail	Ocas
Taipei	Tchaj-pej
Taiwan	Kategorie:Tchaj-wan
Taiwan	Tchaj-wan (ostrov)
Taj Mahal	Tádž Mahal
Tajikistan	Tádžikistán
Tajikistan	Kategorie:Tádžikistán
Talc	Mastek
Taliban	Tálibán
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamilnádu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanach
Tang Dynasty	Dynastie Tchang
Tangier	Tanger
Tango (dance)	Argentinské tango
Tank	Tank
Tantalum	Tantal
Tantalus	Tantalos
Tanzania	Tanzanie
Tanzania	Kategorie:Tanzanie
Taoism	Taoismus
Tapir	Tapírovití
Tardigrade	Želvušky
Tarragon	Pelyněk estragon
Tartarus	Tartaros
Tartu	Tartu
Tashkent	Taškent
Tasmania	Tasmánie
Tasmanian Devil	Ďábel medvědovitý
Taste	Chuť
Taurus (constellation)	Souhvězdí Býka
Tawny Owl	Puštík obecný
Tax	Daň
Taxation	Kategorie:Daně
Taxicab	Taxi
Taxon	Taxon
Taxonomy	Taxonomie
Taxus baccata	Tis červený
Tbilisi	Tbilisi
Tea	Čaj
Tea	Kategorie:Čaj
Teacher	Učitel
Technetium	Technecium
Techno	Techno
Technology	Technologie
Technology	Kategorie:Technologie
Tegucigalpa	Tegucigalpa
Tehran	Teherán
Tel Aviv	Tel Aviv
Telecommunication	Telekomunikace
Telegraphy	Telegrafie
Telepathy	Telepatie
Telephone	Telefon
Telescope	Dalekohled
Telescopium	Souhvězdí Dalekohledu
Television	Televizor
Television	Kategorie:Televize
Tellurium	Tellur
Temperature	Teplota
Temple	Chrám
Temple of Artemis	Artemidin chrám v Efesu
Ten Commandments	Desatero
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategorie:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tenis
Tennis	Kategorie:Tenis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termite	Termiti
Terpsichore	Terpsichoré
Terrestrial planet	Terestrická planeta
Terrorism	Terorismus
Terrorism	Kategorie:Terorismus
Tertullian	Tertullianus
Tesla (unit)	Tesla
Testicle	Varle
Testosterone	Testosteron
Tetanus	Tetanus
Tethys (moon)	Tethys (měsíc)
Tethys (mythology)	Téthys
Tetrahedron	Čtyřstěn
Tetrahydrocannabinol	Tetrahydrocannabinol
Tetrapod	Čtyřnožci
Texas	Texas
Texas	Kategorie:Texas
Textile	Textil
Thailand	Thajsko
Thailand	Kategorie:Thajsko
Thales	Thalés z Milétu
Thalia	Thaleia
Thallium	Thallium
Thanatos	Thanatos
The Gambia	Gambie
The Gambia	Kategorie:Gambie
The Hague	Haag
The Star-Spangled Banner	Hymna USA
Theatre	Divadlo
Theatre	Kategorie:Divadlo
Thebe (moon)	Thebe (měsíc)
Thebes	Théby
Thebes	Veset
Theia	Theia
Themis	Themis
Themistocles	Themistoklés
Theocracy	Teokracie
Theodolite	Teodolit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I.
Theology	Teologie
Theology	Kategorie:Teologie
Theorem	Matematická věta
Theory	Teorie
Theory of relativity	Teorie relativity
Theravada	Théraváda
Thermodynamics	Termodynamika
Thermodynamics	Kategorie:Termodynamika
Thermometer	Teploměr
Theseus	Théseus
Thessaloniki	Soluň
Thessaly	Thesálie
Thetis	Thetis
Thiamine	Thiamin
Think tank	Think tank
Third Crusade	Třetí křížová výprava
Thirty Years' War	Třicetiletá válka
Thomas Aquinas	Tomáš Akvinský
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Robert Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thór
Thorium	Thorium
Thoth	Thovt
Thrace	Thrákie
Thucydides	Thúkýdidés
Thulium	Thulium
Thumb	Palec
Thuringia	Durynsko
Thuringia	Kategorie:Durynsko
Thursday	Čtvrtek
Thylacine	Vakovlk
Thymine	Thymin
Thyroid	Štítná žláza
Tianjin	Tchien-ťin
Tiber	Tibera
Tiberius	Tiberius
Tibet	Tibet
Tibet	Kategorie:Tibet
Ticino	Ticino (kanton)
Tide	Slapové jevy
Tierra del Fuego	Ohňová země
Tiger	Tygr džunglový
Tigris	Tigris
Tilia	Lípa (rod)
Timbuktu	Timbuktu
Time	Čas
Time	Kategorie:Čas
Time (magazine)	Time
Time zone	Časové pásmo
Timur	Tamerlán
Tin	Cín
Tirana	Tirana
Tissue (biology)	Tkáň
Tit (bird)	Sýkorovití
Titan (disambiguation)	Titan
Titan (moon)	Titan (měsíc)
Titan (mythology)	Titáni
Titania (moon)	Titania (měsíc)
Titanium	Titan (prvek)
Titian	Tizian
Titus	Titus
Tobacco	Tabák
Tocopherol	Tokoferol
Tofu	Tofu
Togo	Togo
Togo	Kategorie:Togo
Tokyo	Tokio
Toledo	Toledo (Španělsko)
Toluene	Toluen
Tom Hanks	Tom Hanks
Tom and Jerry	Tom a Jerry
Tomato	Rajče jedlé
Tonga	Tonga
Tonga	Kategorie:Tonga
Tongue	Jazyk (orgán)
Toni Morrison	Toni Morrisonová
Tony Blair	Tony Blair
Tool	Nástroj
Tooth	Zub
Toothbrush	Zubní kartáček
Topaz	Topaz
Topeka	Topeka
Topology	Topologie
Topology	Kategorie:Topologie
Torah	Tóra
Tornado	Tornádo
Toronto	Toronto
Torpedo	Torpédo
Torque	Kroutící moment
Tortoise	Želva zelenavá
Torture	Mučení
Torus	Torus
Totalitarianism	Totalita
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Cestovní ruch
Tourism	Kategorie:Turistika
Tours	Tours
Tower	Věž
Tower of Babel	Babylonská věž
Tower of London	Tower
Town	Město
Toxicity	Jed
Toxicology	Toxikologie
Toy	Hračka
Toyota	Toyota
Tractor	Traktor
Trade union	odbory
Trademark	Ochranná známka
Tradition	Tradice
Tragedy	Tragédie
Train	Vlak
Train station	Železniční stanice
Trajan	Traianus
Tram	Tramvaj
Transcendental number	Transcendentní číslo
Transformer	Transformátor
Transistor	Tranzistor
Transliteration	Transliterace
Transmission Control Protocol	TCP
Transportation	Kategorie:Doprava
Transylvania	Sedmihradsko
Trapezoid	Lichoběžník
Treaty	Mezinárodní smlouva
Treaty of Versailles	Versailleská smlouva
Tree	Strom
Trento	Trento
Triangle	Trojúhelník
Triangulum	Souhvězdí Trojúhelníku
Triangulum Australe	Souhvězdí Jižního trojúhelníku
Triassic	Trias
Tributary	Přítok
Triceratops	Triceratops
Trier	Trevír
Trigonometric function	Goniometrická funkce
Trigonometry	Trigonometrie
Trigonometry	Kategorie:Goniometrie
Trilogy	Trilogie
Trinidad	Trinidad
Trinidad and Tobago	Trinidad a Tobago
Trinidad and Tobago	Kategorie:Trinidad a Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Nejsvětější Trojice
Tripoli	Tripolis
Triskelion	Triskelion
Tritium	Tritium
Triton (moon)	Triton (měsíc)
Triumphal arch	Vítězný oblouk
Trojan Horse	Trojský kůň
Trojan War	Trojská válka
Trojan horse (computing)	Trojský kůň (program)
Troll	Troll (severská mytologie)
Trolleybus	Trolejbus
Trombone	Pozoun
Trondheim	Trondheim
Tropic of Cancer	Obratník Raka
Tropic of Capricorn	Obratník Kozoroha
Tropics	Tropický podnebný pás
Troposphere	Troposféra
Trotskyism	Trockismus
Troy	Trója
Truck	Kamion
Truman Doctrine	Trumanova doktrína
Trumpet	Trubka
Truth	Pravda
Trygve Lie	Trygve Lie
Tryptophan	Tryptofan
Tsar	Car
Tsunami	Tsunami
Tuareg	Tuaregové
Tuba	Tuba
Tuber (genus)	Lanýž
Tuberculosis	Tuberkulóza
Tucana	Souhvězdí Tukana
Tucson	Tucson
Tuesday	Úterý
Tulip	Tulipán
Tumor	Nádor
Tundra	Tundra
Tungsten	Wolfram
Tunicate	Pláštěnci
Tunis	Tunis
Tunisia	Tunisko
Tunisia	Kategorie:Tunisko
Tunnel	Tunel
Turbine	Turbína
Turin	Turín
Turing machine	Turingův stroj
Turkey	Turecko
Turkey	Kategorie:Turecko
Turkmenistan	Turkmenistán
Turkmenistan	Kategorie:Turkmenistán
Turmeric	Kurkuma
Turtle	Želvy
Tuscany	Toskánsko
Tuvalu	Tuvalu
Tuvalu	Kategorie:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Psací stroj
Typhon	Týfón
Typography	Typografie
Typography	Kategorie:Typografie
Tyrannosaurus	Tyrannosaurus
Tyre	Týros
Tyrol (state)	Tyrolsko
Tyrrhenian Sea	Tyrhénské moře
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Uganda	Kategorie:Uganda
Ukraine	Ukrajina
Ukraine	Kategorie:Ukrajina
Ulan Bator	Ulánbátar
Ulster	Ulster
Ultrasound	Ultrazvuk
Ultraviolet	Ultrafialové záření
Ulysses S. Grant	Ulysses Simpson Grant
Umbrella	Deštník
Umbria	Umbrie
Uncertainty principle	Princip neurčitosti
Unemployment	Nezaměstnanost
Unicorn	Jednorožec
Unidentified flying object	UFO
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Sjednocení
United Arab Emirates	Spojené arabské emiráty
United Arab Emirates	Kategorie:Spojené arabské emiráty
United Arab Republic	Sjednocená arabská republika
United Kingdom	Spojené království
United Kingdom	Kategorie:Spojené království
United Nations	Organizace spojených národů
United Nations	Kategorie:OSN
United Nations Children's Fund	UNICEF
United States	Spojené státy americké
United States	Kategorie:Spojené státy americké
United States Air Force	Letectvo Spojených států
United States Congress	Kongres Spojených států amerických
United States Constitution	Ústava Spojených států amerických
United States Navy	Námořnictvo Spojených států
United States Senate	Senát Spojených států amerických
United States Virgin Islands	Americké Panenské ostrovy
United States dollar	Americký dolar
Universe	Vesmír
University	Univerzita
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Unix	Kategorie:Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanišady
Uppsala	Uppsala
Ur	Ur
Uracil	Uracil
Ural Mountains	Ural
Urania	Úrania
Uranium	Uran (prvek)
Uranus	Uran (planeta)
Uranus	Kategorie:Uran
Uranus (mythology)	Uranos
Urdu	Urdština
Urea	Močovina
Urine	Moč
Ursa Major	Souhvězdí Velké medvědice
Ursa Minor	Souhvězdí Malého medvěda
Uruguay	Uruguay
Uruguay	Kategorie:Uruguay
Utah	Utah
Utah	Kategorie:Utah
Uterus	Děloha
Utilitarianism	Utilitarismus
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (provincie)
Uttar Pradesh	Uttarpradéš
Uzbekistan	Uzbekistán
Uzbekistan	Kategorie:Uzbekistán
V	V
Vaccine	Vakcína
Vacuole	Vakuola
Vacuum	Vakuum
Vacuum tube	Elektronka
Vaduz	Vaduz
Vagina	Pochva
Valence	Valence (město)
Valencia	Valencia
Valentina Tereshkova	Valentina Těreškovová
Valhalla	Valhalla
Valkyrie	Valkýra
Valletta	Valletta
Valley	Údolí (geomorfologie)
Vampire	Upír (nemrtvý)
Vanadium	Vanad
Vancouver	Vancouver
Vancouver Island	Vancouver (ostrov)
Vandalism	Vandalismus
Vanir	Vanové
Vanuatu	Vanuatu
Vanuatu	Kategorie:Vanuatu
Variance	Rozptyl (statistika)
Varna	Varna
Vascular plant	Cévnaté rostliny
Vatican City	Vatikán
Vatican City	Kategorie:Vatikán
Vector (spatial)	Vektor
Vega	Vega
Vegetable	Zelenina
Vegetarianism	Vegetariánství
Vela (constellation)	Souhvězdí Plachet
Velociraptor	Velociraptor
Velocity	Rychlost
Veneto	Benátsko
Venezuela	Venezuela
Venezuela	Kategorie:Venezuela
Venice	Benátky
Venus	Venuše (planeta)
Venus (disambiguation)	Venuše
Venus (mythology)	Venuše (mytologie)
Verb	Sloveso
Vermont	Vermont
Vermont	Kategorie:Vermont
Verona	Verona
Versailles	Versailles (město)
Vertebra	Obratel
Vertebral column	Páteř
Vertebrate	Obratlovci
Vespasian	Vespasianus
Vesta (mythology)	Vesta (mytologie)
Veto	Veto
Vice President of the United States	Viceprezident Spojených států amerických
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria (Seychely)
Victoria	Victoria (Britská Kolumbie)
Victoria	Victoria
Victoria (Australia)	Victoria (australský stát)
Victoria Falls	Viktoriiny vodopády
Video	Video
Video game	Počítačová hra
Vienna	Vídeň
Vienna	Kategorie:Vídeň
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Kategorie:Vietnam
Vietnam War	Válka ve Vietnamu
Vietnam War	Kategorie:Válka ve Vietnamu
Viking	Vikingové
Vilfredo Pareto	Vilfredo Pareto
Village	Vesnice
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Viola	Viola
Violence	Násilí
Violin	Housle
Virgil	Publius Vergilius Maro
Virgin Islands	Panenské ostrovy
Virginia	Virginie
Virginia	Kategorie:Virginie
Virginia Woolf	Virginia Woolfová
Virginity	Panna
Virgo (constellation)	Souhvězdí Panny
Virtual memory	Virtuální paměť
Virtual reality	Virtuální realita
Virtue	Ctnost
Virus	Virus
Viscosity	Viskozita
Vishnu	Višnu
Vistula	Visla
Vitamin	Vitamín
Vitamin A	Vitamín A
Vitamin B6	Vitamín B6
Vitamin C	Vitamín C
Vitamin D	Kalciferol
Vitamin K	Vitamín K
Vittorio De Sica	Vittorio de Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Iljič Lenin
Vladimir Nabokov	Vladimir Vladimirovič Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokativ
Vodka	Vodka
Volans	Souhvězdí Létající ryby
Volcano	Sopka
Volcanology	Kategorie:Vulkanologie
Volcanology	Vulkanologie
Volga River	Volha
Volgograd	Volgograd
Volleyball	Volejbal
Volleyball	Kategorie:Volejbal
Volt	Volt
Voltage	Elektrické napětí
Voltaire	Voltaire
Volume	Objem
Vomiting	Zvracení
Voodoo	Voodoo
Vowel	Samohláska
Vulcan (mythology)	Vulcanus (mytologie)
Vulgar Latin	Vulgární latina
Vulgate	Vulgata
Vulpecula	Souhvězdí Lištičky
Vulva	Vulva
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhábismus
Wake Island	Wake (ostrov)
Wales	Wales
Wales	Kategorie:Wales
Walrus	Mrož lední
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Válka
War	Kategorie:Válka
War crime	Válečné zločiny
War of the Spanish Succession	Války o dědictví španělské
Wars of the Roses	Války růží
Warsaw	Varšava
Wart	Bradavice
Washing machine	Pračka
Washington	Washington, D.C.
Washington	Washington (stát)
Washington	Kategorie:Washington
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasilij Kandinskij
Waste	Odpad
Water	Voda
Water	Kategorie:Voda
Water polo	Vodní pólo
Waterfall	Vodopád
Watergate scandal	Aféra Watergate
Watt	Watt
Watt-hour	Watthodina
Wavelength	Vlnová délka
Wax	Vosk
Weak interaction	Slabá interakce
Weapon	Zbraň
Weather	Počasí
Web browser	Webový prohlížeč
Webcam	Webová kamera
Weber (unit)	Weber (jednotka)
Website	Website
Wednesday	Středa
Week	Týden
Weight	Váha
Weightlifting	Vzpírání
Weimar	Výmar
Weimar Republic	Výmarská republika
Welding	Sváření
Wellington	Wellington (Nový Zéland)
Werewolf	Vlkodlak
Wernher von Braun	Wernher von Braun
Weser River	Vezera
West	Západ
West Africa	Západní Afrika
West Bank	Západní břeh Jordánu
West Bengal	Západní Bengálsko
West Berlin	Západní Berlín
West Germany	Západní Německo
West Virginia	Západní Virginie
West Virginia	Kategorie:Západní Virginie
Western Australia	Západní Austrálie
Western Roman Empire	Západořímská říše
Western Sahara	Západní Sahara
Western Sahara	Kategorie:Západní Sahara
Westminster Abbey	Westminsterské opatství
Whale	Velryba
Wheat	Pšenice
Wheel	Kolo
Whisky	Whisky
White House	Bílý dům
White Sea	Bílé moře
White blood cell	Bílá krvinka
White dwarf	Bílý trpaslík
Whitehorse	Whitehorse (Yukon)
Wicca	Wicca
Wide area network	Wide Area Network
Wiesbaden	Wiesbaden
Wildcat	Kočka divoká
Will (law)	Závěť
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Vilém I. Pruský
William II	Vilém II. Pruský
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Ockham
Willow	Vrba
Willy Brandt	Willy Brandt
Wind instrument	Dechový nástroj
Wind power	Větrná energie
Windhoek	Windhoek
Windmill	Větrný mlýn
Window	Okno
Wine	Víno
Wine	Kategorie:Víno
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Zima
Winter Olympic Games	Zimní olympijské hry
Winter Olympic Games	Kategorie:Zimní olympijské hry
Wisconsin	Wisconsin
Wisconsin	Kategorie:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Žena
Wood	Dřevo
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Dřevěný nástroj
Woody Allen	Woody Allen
Word	Slovo (lingvistika)
Word processor	Textový procesor
World	Svět
World Bank	Skupina Světové banky
World Health Organization	Světová zdravotnická organizace
World Meteorological Organization	Světová meteorologická organizace
World Trade Center	World Trade Center
World Trade Organization	Světová obchodní organizace
World War I	První světová válka
World War I	Kategorie:První světová válka
World War II	Druhá světová válka
World War II	Kategorie:Druhá světová válka
World Wide Web	World Wide Web
World Wide Web	Kategorie:World Wide Web
World war	Světová válka
Worm	Červ
Wormhole	Červí díra
Writing system	Seznam písem (podle skupin)
Wyoming	Wyoming
Wyoming	Kategorie:Wyoming
X	X
X-ray	Rentgenové záření
Xenarthra	Chudozubí
Xenon	Xenon
Xenophanes	Xenofanés
Xenophobia	Xenofobie
Xenophon	Xenofón
Xinjiang	Sin-ťiang
Xylophone	Xylofón
Y	Y
Yahweh	JHVH
Yak	Jak divoký
Yakuza	Jakuza
Yale University	Yale University
Yalta	Jalta
Yalta Conference	Jaltská konference
Yangon	Rangún
Yangtze River	Jang-c'-ťiang
Yard	Yard
Yasser Arafat	Jásir Arafat
Year	Rok
Yeast	Kvasinky
Yellow	Žlutá
Yellow River	Žlutá řeka
Yellow Sea	Žluté moře
Yellowstone National Park	Yellowstonský národní park
Yemen	Jemen
Yemen	Kategorie:Jemen
Yenisei River	Jenisej
Yerevan	Jerevan
Yeti	Yetti
Yggdrasil	Yggdrasil
Yo-yo	Jojo
Yoga	Jóga
Yoghurt	Jogurt
Yoko Ono	Yoko Ono
Yokohama	Jokohama
Yom Kippur	Jom kipur
Yom Kippur War	Jomkipurská válka
York	York
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan Dynasty	Dynastie Jüan
Yugoslavia	Jugoslávie
Yugoslavia	Kategorie:Jugoslávie
Yukon	Yukon
Yunnan	Jün-nan
Yuri Gagarin	Jurij Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Záhřeb
Zambezi	Zambezi
Zambia	Zambie
Zambia	Kategorie:Zambie
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zealand	Sjælland
Zebra	Zebra
Zen	Zen
Zenith	Zenit
Zeno (emperor)	Zenon
Zeno of Citium	Zénón z Kitia
Zeno of Elea	Zénón z Eleje
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zikkurat
Zimbabwe	Zimbabwe
Zimbabwe	Kategorie:Zimbabwe
Zinc	Zinek
Zionism	Sionismus
Zirconium	Zirkonium
Zodiac	Zvěrokruh
Zombie	Zombie
Zoo	Zoologická zahrada
Zoology	Zoologie
Zoology	Kategorie:Zoologie
Zoroaster	Zarathuštra
Zoroastrianism	Zoroastrismus
