Esperanto	English
Titanoj	Titan (mythology)
Titanjo	Titania (moon)
Titano (elemento)	Titanium
Tiziano	Titian
Tito (imperiestro)	Titus
Tivoli	Tivoli
Tabako	Tobacco
Tokantinso	Tocantins (state)
Vitamino E	Tocopherol
Tofuo	Tofu
Togo	Togo
Kategorio:Togo	Togo
Tokio	Tokyo
Toledo (Hispanio)	Toledo
Tolueno	Toluene
Tom Hanks	Tom Hanks
Tom kaj Jerry	Tom and Jerry
Tomato	Tomato
Tuno	Ton
Tongo	Tonga
Kategorio:Tongo	Tonga
Lango (anatomio)	Tongue
Toni Morrison	Toni Morrison
Tuno	Tonne
Tony Blair	Tony Blair
Laborilo	Tool
Dento	Tooth
Dentobroso	Toothbrush
Topeka (Kansaso)	Topeka
Topologio	Topology
Kategorio:Topologio	Topology
Leĝo de Moseo	Torah
Tornado (ŝtormo)	Tornado
Toronto (Ontario)	Toronto
Torpedo	Torpedo
Testudo	Tortoise
Torturo	Torture
Toro (Italio)	Torus
Totalismo	Totalitarianism
Toulon	Toulon
Tuluzo	Toulouse
Tour de France (sportoj)	Tour de France
Turismo	Tourism
Kategorio:Turismo	Tourism
Tours	Tours
Turo	Tower
Babela turo	Tower of Babel
Turo de Londono	Tower of London
Urbo	Town
Veneno	Toxicity
Ludilo	Toy
Toyota	Toyota
Traktoro	Tractor
Komerco	Trade
Sindikato	Trade union
Registrita marko	Trademark
Tradicio	Tradition
Tragedio	Tragedy
Trajno	Train
Fervoja stacidomo	Train station
Trajano	Trajan
Tramo	Tram
Transformatoro	Transformer
Transistoro	Transistor
Transliterumaj sistemoj	Transliteration
TCP	Transmission Control Protocol
Kategorio:Transporto	Transportation
Transseksulo	Transsexualism
Transilvanio	Transylvania
Trapezo	Trapezoid
Traktato	Treaty
Traktato de Versajlo	Treaty of Versailles
Arbo	Tree
Trento	Trento
Trenton (Nov-Ĵerzejo)	Trenton
Triangulo	Triangle
Triangulo (konstelacio)	Triangulum
Aŭstrala Triangulo (konstelacio)	Triangulum Australe
Triaso	Triassic
Alfluanto	Tributary
Triceratopo	Triceratops
Treviro	Trier
Trigonometria funkcio	Trigonometric function
Trigonometrio	Trigonometry
Kategorio:Trigonometrio	Trigonometry
Trilogio	Trilogy
Trinidado	Trinidad
Trinidado kaj Tobago	Trinidad and Tobago
Kategorio:Trinidado kaj Tobago	Trinidad and Tobago
TNT	Trinitrotoluene
Sankta Triunuo	Trinity
Tripolo (Libio)	Tripoli
Triskelo	Triskelion
Tricio	Tritium
Tritono	Triton (moon)
Tritono (dio)	Triton (mythology)
Troja ĉevalo (mitologio)	Trojan Horse
Troja milito	Trojan War
Trolebuso	Trolleybus
Trombono	Trombone
Trondheim	Trondheim
Tropiko de Kankro	Tropic of Cancer
Tropiko de Kaprikorno	Tropic of Capricorn
Tropikoj	Tropics
Troposfero	Troposphere
Trockismo	Trotskyism
Trojo	Troy
Kamiono	Truck
Trumpeto	Trumpet
Vero	Truth
Trygve Lie	Trygve Lie
Triptofano	Tryptophan
Caro	Tsar
Cunamo	Tsunami
Tuaregoj	Tuareg
Tubjo	Tuba
Trufo	Tuber (genus)
Tuberkulozo	Tuberculosis
Tukano (konstelacio)	Tucana
Tucson (Arizono)	Tucson
Mardo	Tuesday
Tulipo	Tulip
Tumoro	Tumor
Tundro	Tundra
Volframo	Tungsten
Tunikulo	Tunicate
Tunizo	Tunis
Tunizio	Tunisia
Kategorio:Tunizio	Tunisia
Tunelo	Tunnel
Torino	Turin
Maŝino de Turing	Turing machine
Turkio	Turkey
Kategorio:Turkio	Turkey
Turkmenio	Turkmenistan
Kategorio:Turkmenio	Turkmenistan
Kurkumo	Turmeric
Testudo	Turtle
Toskanio	Tuscany
Tuvalo	Tuvalu
Kategorio:Tuvalo	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Tajpilo	Typewriter
Tipografio	Typography
Kategorio:Tipografio	Typography
Tiranosaŭro	Tyrannosaurus
Tiro	Tyre
Tirolo	Tyrol (state)
Tirena Maro	Tyrrhenian Sea
U	U
Unesko	UNESCO
Ufa	Ufa
Ugando	Uganda
Kategorio:Ugando	Uganda
Ukrainio	Ukraine
Kategorio:Ukrainio	Ukraine
Ulan-Batoro	Ulan Bator
Ulster	Ulster
Ultrasono	Ultrasound
Ultraviola radiado	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Ombrelo	Umbrella
Umbrio	Umbria
Senlaboreco	Unemployment
Unukornulo	Unicorn
Nifo	Unidentified flying object
URL	Uniform Resource Locator
Kunaĵo	Union (set theory)
Unuiĝintaj Arabaj Emirlandoj	United Arab Emirates
Kategorio:Unuiĝintaj Arabaj Emirlandoj	United Arab Emirates
Unuiĝinta Araba Respubliko	United Arab Republic
Unuiĝinta Reĝlando	United Kingdom
Kategorio:Britio	United Kingdom
Unuiĝintaj Nacioj	United Nations
Kategorio:Unuiĝintaj Nacioj	United Nations
UNICEF	United Nations Children's Fund
Usono	United States
Kategorio:Usono	United States
Usona Kongreso	United States Congress
Usona Konstitucio	United States Constitution
Usona Domo de Reprezentantoj	United States House of Representatives
West Point	United States Military Academy
Usona Senato	United States Senate
Usonaj Virgulininsuloj	United States Virgin Islands
Usona dolaro	United States dollar
Universo	Universe
Universitato	University
Universitato de Ĉikago	University of Chicago
Unikso	Unix
Kategorio:Unikso-similaj sistemoj	Unix
Ununbio	Ununbium
Ununheksio	Ununhexium
Ununpentio	Ununpentium
Ununkvadio	Ununquadium
Ununtrio	Ununtrium
Upaniŝadoj	Upanishad
Upsalo	Uppsala
Upsilono	Upsilon
Ur (urbo)	Ur
Uracilo	Uracil
Uralo (montaro)	Ural Mountains
Uranio (muzo)	Urania
Uranio	Uranium
Urano	Uranus
Urano (dio)	Uranus (mythology)
Urduo	Urdu
Ureo	Urea
Urino	Urine
Granda Ursino (konstelacio)	Ursa Major
Malgranda Ursino (konstelacio)	Ursa Minor
Urugvajo	Uruguay
Kategorio:Urugvajo	Uruguay
Utaho	Utah
Kategorio:Utaho	Utah
Utero	Uterus
Utilismo	Utilitarianism
Utopio	Utopia
Utrecht (urbo)	Utrecht (city)
Utrecht (provinco)	Utrecht (province)
Utar-Pradeŝo	Uttar Pradesh
Uzbekio	Uzbekistan
Kategorio:Uzbekio	Uzbekistan
V	V
Vakcino	Vaccine
Vakuo	Vacuum
Vaduzo	Vaduz
Vagino	Vagina
Valento	Valence (chemistry)
Valencio (Hispanio)	Valencia
Valencio	Valencia
Valentina Tereŝkova	Valentina Tereshkova
Sankt-Valentena tago	Valentine's Day
Valhalo	Valhalla
Valkirio	Valkyrie
La Valeto	Valletta
Valo	Valley
Vampiro	Vampire
Vanado	Vanadium
Vankuvero (Brita Kolumbio)	Vancouver
Vankuvera Insulo	Vancouver Island
Vanioj	Vanir
Vanuatuo	Vanuatu
Kategorio:Vanuatuo	Vanuatu
Var (departemento)	Var (department)
Varianco	Variance
Varna	Varna
Vaskulaj plantoj	Vascular plant
Vatikanurbo	Vatican City
Kategorio:Vatikanurbo	Vatican City
Vektoro	Vector (spatial)
Legomo	Vegetable
Vegetarismo	Vegetarianism
Vejno	Vein
Velaro (konstelacio)	Vela (constellation)
Vektora rapido	Velocity
Veneto	Veneto
Venezuelo	Venezuela
Kategorio:Venezuelo	Venezuela
Venecio	Venice
Venuso	Venus
Venuso (diino)	Venus (mythology)
Verbo	Verb
Vermonto	Vermont
Kategorio:Vermonto	Vermont
Verona	Verona
Versailles	Versailles
Vertebro	Vertebra
Vertebraro	Vertebral column
Vertebruloj	Vertebrate
Vespasiano	Vespasian
Vesta	Vesta (mythology)
Vichy	Vichy
Victor Hugo	Victor Hugo
Viktorio (Brita Kolumbio)	Victoria
Viktorio (Aŭstralio)	Victoria (Australia)
Viktoria Akvofalo	Victoria Falls
Video	Video
Videoludo	Video game
Vieno	Vienna
Kategorio:Vieno	Vienna
Vienne (departemento)	Vienne
Vjentiano	Vientiane
Vjetnamio	Vietnam
Kategorio:Vjetnamio	Vietnam
Vjetnama milito	Vietnam War
Vikingoj	Viking
Vilfredo Pareto	Vilfredo Pareto
Vilaĝo	Village
Vilno	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinagro	Vinegar
Aldviolono	Viola
Violento	Violence
Violono	Violin
Vergilio	Virgil
Virgulininsuloj	Virgin Islands
Virginio	Virginia
Kategorio:Virginio	Virginia
Virginia Woolf	Virginia Woolf
Virgeco	Virginity
Virgo (konstelacio)	Virgo (constellation)
Virtuala realeco	Virtual reality
Virto	Virtue
Viruso (biologio)	Virus
Viskozeco	Viscosity
Viŝnuo	Vishnu
Vistulo	Vistula
Vitamino	Vitamin
Vitamino A	Vitamin A
Vitamino C	Vitamin C
Vitamino D	Vitamin D
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vokativo	Vocative case
Vodko	Vodka
Flugfiŝo (konstelacio)	Volans
Vulkano	Volcano
Kategorio:Vulkanologio	Volcanology
Vulkanologio	Volcanology
Volgo	Volga River
Volgogrado	Volgograd
Flugpilkado	Volleyball
Volto	Volt
Elektra tensio	Voltage
Voltaire	Voltaire
Volumeno	Volume
Vomado	Vomiting
Voduo	Voodoo
Vokalo	Vowel
Vulkano (dio)	Vulcan (mythology)
Vulgara latina	Vulgar Latin
Vulgato	Vulgate
Vulpo (konstelacio)	Vulpecula
Vulvo	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Vahabismo	Wahhabism
Vejkinsulo	Wake Island
Kimrio	Wales
Kategorio:Kimrio	Wales
Juglando (genro)	Walnut
Rosmaro	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Scott	Walter Scott
Milito	War
Kategorio:Militoj	War
Militkrimo	War crime
Milito de hispana sukcedo	War of the Spanish Succession
Militoj de rozoj	Wars of the Roses
Varsovio	Warsaw
Lavmaŝino	Washing machine
Vaŝingtono	Washington
Vaŝingtonio	Washington
Kategorio:Vaŝingtonio	Washington
Washington	Washington (disambiguation)
Vasilij Kandinskij	Wassily Kandinsky
Rubo	Waste
Akvo	Water
Kategorio:Akvo	Water
Akvopilko	Water polo
Akvofalo	Waterfall
Skandalo Watergate	Watergate scandal
Akvomelono	Watermelon
Vato (unuo)	Watt
Kilovathoro	Watt-hour
Ondo	Wave
Ondolongo	Wavelength
Vakso	Wax
Malforta nuklea forto	Weak interaction
Armilo	Weapon
Vetero	Weather
TTT-legilo	Web browser
TTT-paĝo	Web page
Vebero	Weber (unit)
TTT-ejo	Website
Merkredo	Wednesday
Semajno	Week
Pezo	Weight
Halterlevo	Weightlifting
Vajmaro	Weimar
Vajmara Respubliko	Weimar Republic
Veldado	Welding
Velingtono	Wellington
Lupfantomo	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Okcidento	West
Okcidentafriko	West Africa
Cisjordanio	West Bank
Okcident-Bengalo	West Bengal
Okcidenta Berlino	West Berlin
Okcidenta Germanio	West Germany
West Sussex	West Sussex
Okcidenta Virginio	West Virginia
Kategorio:Okcidenta Virginio	West Virginia
Okcidenta Aŭstralio	Western Australia
Okcident-Romia Imperio	Western Roman Empire
Okcidenta Saharo	Western Sahara
Kategorio:Okcidenta Saharo	Western Sahara
Abatejo Westminster	Westminster Abbey
Baleno	Whale
Tritiko	Wheat
Rado	Wheel
Viskio	Whisky
Blanka Domo (Vaŝingtono)	White House
Blanka Maro	White Sea
Leŭkocito	White blood cell
Blanka nano	White dwarf
Whitehorse (Jukonio)	Whitehorse
Viko	Wicca
Malloka reto	Wide area network
Wiesbaden	Wiesbaden
Sovaĝa kato	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William H. Harrison	William Henry Harrison
William Herschel	William Herschel
William H. Taft	William Howard Taft
Vilhelmo la 2-a (Germana Imperiestro)	William II
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Wordsworth	William Wordsworth
Saliko	Willow
Willy Brandt	Willy Brandt
Blovinstrumento	Wind instrument
Ventoenergio	Wind power
Vindhuko	Windhoek
Ventmuelejo	Windmill
Fenestro	Window
Vino	Wine
Vinipego (Manitobo)	Winnipeg
Winston Churchill	Winston Churchill
Vintro	Winter
Vintraj Olimpikoj	Winter Olympic Games
Kategorio:Vintraj Olimpikoj	Winter Olympic Games
Viskonsino	Wisconsin
Kategorio:Viskonsino	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Virino	Woman
Ligno	Wood
Woodrow Wilson	Woodrow Wilson
Ligna blovinstrumento	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Vorto	Word
Dokumentoredaktilo	Word processor
Mondo	World
Monda Banko	World Bank
Monda Organizaĵo pri Sano	World Health Organization
Monda Organizaĵo pri Meteologio	World Meteorological Organization
World Trade Center	World Trade Center
Monda Organizaĵo pri Komerco	World Trade Organization
Unua mondmilito	World War I
Kategorio:Unua mondmilito	World War I
Dua mondmilito	World War II
Kategorio:Dua mondmilito	World War II
TTT	World Wide Web
Mondmilito	World war
Vermo	Worm
Verkisto	Writer
Skribsistemo	Writing system
Vuhano	Wuhan
Vajomingo	Wyoming
Kategorio:Vajomingo	Wyoming
X	X
Ikso-radioj	X-ray
Ksenartroj	Xenarthra
Ksenono	Xenon
Ksenofobio	Xenophobia
Ksenofono	Xenophon
Ksio	Xi
Ŝinĝjango	Xinjiang
Ksilofono	Xylophone
Y	Y
Jehovo	Yahweh
Gruntbovo	Yak
Jakuza	Yakuza
Universitato Yale	Yale University
Jalto	Yalta
Jalta konferenco	Yalta Conference
Jangono	Yangon
Jangzio	Yangtze River
Jardo	Yard
Jaser Arafat	Yasser Arafat
Jaro	Year
Gisto	Yeast
Flava	Yellow
Flava Rivero	Yellow River
Flava Maro	Yellow Sea
Nacia Parko Yellowstone	Yellowstone National Park
Jemeno	Yemen
Kategorio:Jemeno	Yemen
Jenisejo	Yenisei River
Erevano	Yerevan
Jetio	Yeti
Jojo	Yo-yo
Jogo	Yoga
Jogurto	Yoghurt
Yoko Ono	Yoko Ono
Jokohamo	Yokohama
Jom Kippur	Yom Kippur
Milito de Jom Kippur	Yom Kippur War
York	York
Iterbio	Ytterbium
Itrio	Yttrium
Dinastio Yuan	Yuan Dynasty
Jugoslavio	Yugoslavia
Kategorio:Jugoslavio	Yugoslavia
Jukonio	Yukon
Junano	Yunnan
Jurij Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagrebo	Zagreb
Zambezi (rivero)	Zambezi
Zambio	Zambia
Kategorio:Zambio	Zambia
Zanzibaro	Zanzibar
Zaragozo	Zaragoza
Sjælland	Zealand
Zebro	Zebra
Zen-budhismo	Zen
Zenito	Zenith
Zenono el Kitiono	Zeno of Citium
Zenono el Elajo	Zeno of Elea
Zeto	Zeta
Zeŭso	Zeus
Zeŭso (apartigilo)	Zeus (disambiguation)
Zigurato	Ziggurat
Zimbabvo	Zimbabwe
Kategorio:Zimbabvo	Zimbabwe
Zinko	Zinc
Cionismo	Zionism
Zirkonio	Zirconium
Zodiako	Zodiac
Zombio	Zombie
Zoo	Zoo
Zoologio	Zoology
Kategorio:Zoologio	Zoology
Zaratuŝtro	Zoroaster
Zaratuŝtrismo	Zoroastrianism
Zuluoj	Zulu
