Portuguese	English
Washington (desambiguação)	Washington (disambiguation)
Wassily Kandinsky	Wassily Kandinsky
Resíduo	Waste
Água	Water
Categoria:Água	Water
Pólo aquático	Water polo
Queda de água	Waterfall
Caso Watergate	Watergate scandal
Melancia	Watermelon
Watt	Watt
Quilowatt-hora	Watt-hour
Onda	Wave
Comprimento de onda	Wavelength
Cera	Wax
Força nuclear fraca	Weak interaction
Arma	Weapon
Tempo (clima)	Weather
Navegador	Web browser
Página web	Web page
Webcam	Webcam
Weber (unidade)	Weber (unit)
Site	Website
Quarta-feira	Wednesday
Semana	Week
Peso	Weight
Halterofilismo	Weightlifting
Weimar	Weimar
República de Weimar	Weimar Republic
Soldagem	Welding
Wellington	Wellington
Lobisomem	Werewolf
Wernher von Braun	Wernher von Braun
Rio Weser	Weser River
Oeste	West
África Ocidental	West Africa
Cisjordânia	West Bank
Bengala Ocidental	West Bengal
Berlim Ocidental	West Berlin
Alemanha Ocidental	West Germany
West Sussex	West Sussex
Virgínia Ocidental	West Virginia
Categoria:Virgínia Ocidental	West Virginia
Austrália Ocidental	Western Australia
Império Romano do Ocidente	Western Roman Empire
Saara Ocidental	Western Sahara
Categoria:Saara Ocidental	Western Sahara
Abadia de Westminster	Westminster Abbey
Baleia	Whale
Trigo	Wheat
Roda	Wheel
Uísque	Whisky
Casa Branca	White House
Mar Branco	White Sea
Leucócito	White blood cell
Anã branca	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Rede de longa distância	Wide area network
Wiesbaden	Wiesbaden
Gato-bravo	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testamento	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Guilherme I da Alemanha	William I
Wilhelm II da Alemanha	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
William Wordsworth	William Wordsworth
William de Ockham	William of Ockham
Salgueiro	Willow
Willy Brandt	Willy Brandt
Instrumento de sopro	Wind instrument
Energia eólica	Wind power
Windhoek	Windhoek
Moinho de vento	Windmill
Janela	Window
Vinho	Wine
Categoria:Vinhos	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Inverno	Winter
Jogos Olímpicos de Inverno	Winter Olympic Games
Categoria:Jogos Olímpicos de Inverno	Winter Olympic Games
Wisconsin	Wisconsin
Categoria:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Mulher	Woman
Madeira	Wood
Thomas Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Palavra	Word
Processador de texto	Word processor
Mundo	World
Banco Mundial	World Bank
Organização Mundial da Saúde	World Health Organization
Organização Meteorológica Mundial	World Meteorological Organization
World Trade Center	World Trade Center
Organização Mundial do Comércio	World Trade Organization
Primeira Guerra Mundial	World War I
Categoria:Primeira Guerra Mundial	World War I
Segunda Guerra Mundial	World War II
Categoria:Segunda Guerra Mundial	World War II
World Wide Web	World Wide Web
Categoria:WWW	World Wide Web
Guerra mundial	World war
Verme	Worm
Buraco-de-minhoca	Wormhole
Escritor	Writer
Sistema de escrita	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Categoria:Wyoming	Wyoming
X	X
Raios X	X-ray
Xenarthra	Xenarthra
Xenônio	Xenon
Xenófanes de Cólofon	Xenophanes
Xenofobia	Xenophobia
Xenofonte	Xenophon
Ξ	Xi
Xinjiang	Xinjiang
Xilofone	Xylophone
Y	Y
Tetragrama YHVH	Yahweh
Iaque	Yak
Yakuza	Yakuza
Universidade Yale	Yale University
Ialta	Yalta
Conferência de Ialta	Yalta Conference
Yangon	Yangon
Rio Yangtzé	Yangtze River
Jarda	Yard
Yasser Arafat	Yasser Arafat
Ano	Year
Categoria:Anos	Years
Levedura	Yeast
Amarelo	Yellow
Rio Amarelo	Yellow River
Mar Amarelo	Yellow Sea
Parque Nacional de Yellowstone	Yellowstone National Park
Iémen	Yemen
Categoria:Iémen	Yemen
Rio Ienissei	Yenisei River
Erevan	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Ioiô	Yo-yo
Ioga	Yoga
Iogurte	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kipur	Yom Kippur
Guerra do Yom Kipur	Yom Kippur War
York	York
Parque Nacional de Yosemite	Yosemite National Park
Módulo de Young	Young's modulus
Itérbio	Ytterbium
Ítrio	Yttrium
Dinastia Yuan	Yuan Dynasty
Jugoslávia	Yugoslavia
Categoria:Iugoslávia	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Iuri Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Rio Zambeze	Zambezi
Zâmbia	Zambia
Categoria:Zâmbia	Zambia
Zanzibar	Zanzibar
Saragoça	Zaragoza
Zelândia (Dinamarca)	Zealand
Zebra	Zebra
Zen	Zen
Zênite	Zenith
Zenão I	Zeno (emperor)
Zenão de Cítio	Zeno of Citium
Zenão de Eléia	Zeno of Elea
Ζ	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zigurate	Ziggurat
Zimbabwe	Zimbabwe
Categoria:Zimbabwe	Zimbabwe
Zinco	Zinc
Sionismo	Zionism
Zircônio	Zirconium
Zodíaco	Zodiac
Zumbi	Zombie
Jardim zoológico	Zoo
Zoologia	Zoology
Categoria:Zoologia	Zoology
Zaratustra	Zoroaster
Zoroastrismo	Zoroastrianism
Zulus	Zulu
