Russian	English
Даян, Моше	Moshe Dayan
Мечеть	Mosque
Комар	Mosquito
Мох	Moss
Моссад	Mossad
Мосул	Mosul
Мотет	Motet
Мать Тереза	Mother Teresa
День матери	Mother's Day
Механическое движение	Motion (physics)
Мотоцикл	Motorcycle
Девиз	Motto
Арарат	Mount Ararat
Афон	Mount Athos
Этна	Mount Etna
Джомолунгма	Mount Everest
Фудзи	Mount Fuji
Килиманджаро	Mount Kilimanjaro
Мак-Кинли (гора)	Mount McKinley
Олимп	Mount Olympus
Пинатубо	Mount Pinatubo
Рашмор	Mount Rushmore
Сент-Хеленс (вулкан)	Mount St. Helens
Везувий	Mount Vesuvius
Гора	Mountain
Горный велосипед	Mountain bike
Перевал	Mountain pass
Горный хребет	Mountain range
Компьютерная мышь	Mouse (computing)
Мозамбик	Mozambique
Категория:Мозамбик	Mozambique
Мю (буква)	Mu (letter)
Муэдзин	Muezzin
Мухаммед	Muhammad
Али, Мохаммед	Muhammad Ali
Шелковица	Mulberry
Мул	Mule
Мультимедиа	Multimedia
Рассеянный склероз	Multiple sclerosis
Умножение	Multiplication
Мумбаи	Mumbai
Мумия	Mummy
Мюнхен	Munich
Муниципалитет	Municipality
Мюон	Muon
Мурманск	Murmansk
Закон Мерфи	Murphy's law
Гелл-Манн, Мюррей	Murray Gell-Mann
Банан	Musa (genus)
Муха (созвездие)	Musca
Маскат	Muscat
Мышцы	Muscle
Музы	Muse
Музей	Museum
Грибы	Mushroom
Музыка	Music
Категория:Музыка	Music
MIDI	Musical Instrument Digital Interface
Музыкальный инструмент	Musical instrument
Звукоряд	Musical scale
Музыкант	Musician
Музыковедение	Musicology
Мушкет	Musket
Куньи	Mustelidae
Мутация	Mutation
Лебедь-шипун	Mute Swan
Категория:Мьянма	Myanmar
Микены	Mycenae
Микология	Mycology
Категория:Микология	Mycology
Острый инфаркт миокарда	Myocardial infarction
Близорукость	Myopia
Многоножки	Myriapoda
Мистицизм	Mysticism
Миф	Myth
Мифология	Mythology
Категория:Мифология	Mythology
N (латиница)	N
Нджамена	N'Djamena
NASDAQ	NASDAQ
Организация Североатлантического договора	NATO
Категория:НАТО	NATO
Гордимер, Надин	Nadine Gordimer
Небесная сфера#.D0.97.D0.B5.D0.BD.D0.B8.D1.82 .D0.B8 .D0.BD.D0.B0.D0.B4.D0.B8.D1.80	Nadir
Нагасаки	Nagasaki
Нагоя	Nagoya
Астекские языки	Nahuatl
Ногти	Nail (anatomy)
Гвоздь	Nail (fastener)
Найроби	Nairobi
Намиб	Namib Desert
Намибия	Namibia
Категория:Намибия	Namibia
Намюр	Namur (city)
Нанси	Nancy
Нанга Парбат	Nanga Parbat
Нанкин	Nanjing
Нанотехнология	Nanotechnology
Нант	Nantes
Напалм	Napalm
Неаполь	Naples
Наполеоновские войны	Napoleonic Wars
Нарцисс (мифология)	Narcissus (mythology)
Нашвилл (Теннесси)	Nashville
Нассау (Багамы)	Nassau
Готорн, Натаниел	Nathaniel Hawthorne
Нация	Nation
Агентство национальной безопасности (США)	National Security Agency
Государственный гимн	National anthem
Национальный парк	National park
Национализм	Nationalism
Категория:Национализм	Nationalism
Природный газ	Natural gas
Обработка естественного языка	Natural language processing
Натуральное число	Natural number
Естествознание	Natural science
Естественный отбор	Natural selection
Природа	Nature
Категория:Природа	Nature
Натуризм	Naturism
Науру	Nauru
Категория:Науру	Nauru
Морская миля	Nautical mile
Категория:Навигация	Navigation
Навигация	Navigation
Военно-морской флот	Navy
Назарет	Nazareth
Третий рейх	Nazi Germany
Категория:Третий рейх	Nazi Germany
Национал-социалистическая немецкая рабочая партия	Nazi Party
Категория:Нацизм	Nazism
Неандерталец	Neanderthal
Небраска	Nebraska
Категория:Небраска	Nebraska
Навуходоносор II	Nebuchadrezzar II
Туманность	Nebula
Неккар (река)	Neckar
Галстук	Necktie
Нефертити	Nefertiti
Негев	Negev
Армстронг, Нейл Олден	Neil Armstrong
Мандела, Нельсон Ролихлахла	Nelson Mandela
Нематоды	Nematode
Немейский лев	Nemean Lion
Немезида	Nemesis (mythology)
Неодим	Neodymium
Неолит	Neolithic
Неологизм	Neologism
Неон	Neon
Неоплатонизм	Neoplatonism
Непал	Nepal
Категория:Непал	Nepal
Нефтида	Nephthys
Нептун (планета)	Neptune
Нептуний	Neptunium
Нереида (спутник)	Nereid (moon)
Нерон	Nero
Нерва	Nerva
Нервная система	Nervous system
Категория:Нервная система	Nervous system
Гнездо	Nest
Несторианство	Nestorianism
Нидерланды	Netherlands
Категория:Нидерланды	Netherlands
Нидерландские Антильские острова	Netherlands Antilles
Сетевая топология	Network topology
Неврология	Neurology
Категория:Неврология	Neurology
Нейроны	Neuron
Нейромедиатор	Neurotransmitter
Нейтрино	Neutrino
Нейтрон	Neutron
Нейтронная звезда	Neutron star
Нева	Neva River
Невада	Nevada
Категория:Невада	Nevada
Чемберлен, Невилл	Neville Chamberlain
Нью-Брансуик	New Brunswick
Новая Каледония	New Caledonia
Нью-Дели	New Delhi
Новая Англия	New England
Новая Гвинея	New Guinea
Нью-Гэмпшир	New Hampshire
Нью-Джерси	New Jersey
Категория:Нью-Джерси	New Jersey
Нью-Мексико	New Mexico
Категория:Нью-Мексико	New Mexico
Новый Орлеан	New Orleans
Новый Южный Уэльс	New South Wales
Новый Завет	New Testament
Новый Свет (Америка)	New World
Новый год	New Year
Нью-Йорк (штат)	New York
Категория:Нью-Йорк (штат)	New York
Нью-Йорк (значения)	New York (disambiguation)
Нью-Йорк	New York City
Категория:Нью-Йорк	New York City
Нью-Йоркская фондовая биржа	New York Stock Exchange
Новая Зеландия	New Zealand
Категория:Новая Зеландия	New Zealand
Ньюарк (Нью-Джерси)	Newark
Ньюфаундленд (остров)	Newfoundland (island)
Ньюфаундленд и Лабрадор	Newfoundland and Labrador
Ньюпорт	Newport
Ньютон (единица измерения)	Newton
Никотиновая кислота	Niacin
Ниагарский водопад	Niagara Falls
Ниамей	Niamey
Никарагуа	Nicaragua
Категория:Никарагуа	Nicaragua
Ницца	Nice
Никейский символ веры	Nicene Creed
Никель	Nickel
Пуссен, Никола	Nicolas Poussin
Коперник, Николай	Nicolaus Copernicus
Никосия	Nicosia
Никотин	Nicotine
Бор, Нильс Хенрик Давид	Niels Bohr
Абель, Нильс Хенрик	Niels Henrik Abel
Нигер	Niger
Категория:Нигер	Niger
Нигер (река)	Niger River
Нигерия	Nigeria
Категория:Нигерия	Nigeria
Ночь	Night
Соловьи	Nightingale
Нигилизм	Nihilism
Неймеген	Nijmegen
Nike	Nike
Ника (мифология)	Nike (mythology)
Хрущёв, Никита Сергеевич	Nikita Khrushchev
Тесла, Никола	Nikola Tesla
Нил	Nile
Нильский крокодил	Nile crocodile
Ниневия	Nineveh
Ниндзя	Ninja
Ниобий	Niobium
Нирвана	Nirvana
Азотная кислота	Nitric acid
Азот	Nitrogen
Нитроглицерин	Nitroglycerin
Никта (спутник)	Nix (moon)
Ньёрд	Njord
Ной	Noah
Хомский, Аврам Ноам	Noam Chomsky
Нобелевская премия	Nobel Prize
Категория:Нобелевские премии	Nobel Prize
Нобелий	Nobelium
Дворянство	Nobility
Категория:Дворянство	Nobility
Инертные газы	Noble gas
Кочевые народы	Nomad
Именительный падеж	Nominative case
Неметаллы	Nonmetal
Норфолк	Norfolk
Остров Норфолк	Norfolk Island
Наугольник (созвездие)	Norma (constellation)
Нормальное распределение	Normal distribution
Мейлер, Норман	Norman Mailer
Нормандия	Normandy
Норны	Norn
Германо-скандинавская мифология	Norse mythology
Категория:Германо-скандинавская мифология	Norse mythology
Север	North
Северная Африка	North Africa
Северная Америка	North America
Категория:Северная Америка	North America
Северная Каролина	North Carolina
Категория:Северная Каролина	North Carolina
Северная Дакота	North Dakota
Категория:Северная Дакота	North Dakota
Северный остров (Новая Зеландия)	North Island
Корейская Народно-Демократическая Республика	North Korea
Категория:КНДР	North Korea
Северный полюс	North Pole
Северное море	North Sea
Северный Йоркшир	North Yorkshire
Северная Европа	Northern Europe
Северное полушарие	Northern Hemisphere
Северная Ирландия	Northern Ireland
Категория:Северная Ирландия	Northern Ireland
Северные Марианские острова	Northern Mariana Islands
Северная территория (Австралия)	Northern Territory
щука	Northern pike
Северо-Западные территории	Northwest Territories
Норвегия	Norway
Категория:Норвегия	Norway
Норвежское море	Norwegian Sea
Норвежская крона	Norwegian krone
Нос	Nose
Нострадамус	Nostradamus
Ноты	Note
Нуакшот	Nouakchott
Имя существительное	Noun
Новая Шотландия	Nova Scotia
