English	Swedish
Situation comedy	Situationskomedi
Six-Day War	Sexdagarskriget
Skagerrak	Skagerrak
Skateboard	Skateboard
Skeletal system	Kategori:Skelettet
Skepticism	Skepticism
Skin	Hud
Skinhead	Skinnskalle
Skopje	Skopje
Skull	Kranium
Skylab	Skylab
Skyscraper	Skyskrapa
Slash (musician)	Slash
Slavery	Slaveri
Slayer	Slayer
Sleep	Sömn
Slovakia	Slovakien
Slovakia	Kategori:Slovakien
Slovenia	Slovenien
Slovenia	Kategori:Slovenien
Small intestine	Tunntarm
Smog	Smog
Smolensk	Smolensk
Snake	Ormar
Snooker	Snooker
Snow	Snö
Soap	Tvål
Social psychology	Socialpsykologi
Socialism	Socialism
Socialism	Kategori:Socialism
Socialist Party (France)	Socialistiska partiet (Frankrike)
Society	Kategori:Samhälle
Society	Samhälle
Society of Jesus	Jesuitorden
Sociology	Sociologi
Sociology	Kategori:Sociologi
Socrates	Sokrates
Sodium	Natrium
Sodium bicarbonate	Natriumvätekarbonat
Sodium chloride	Natriumklorid
Sodium hydroxide	Natriumhydroxid
Sofia	Sofia (stad)
Softball	Softboll
Software	Kategori:Datorprogram
Soil	Jord (mark)
Solanaceae	Potatisväxter
Solanaceae	Kategori:Solanaceae
Solar System	Solsystemet
Solar System	Kategori:Solsystemet
Solar cell	Solcell
Solar eclipse	Solförmörkelse
Solar energy	Solenergi
Solar wind	Solvind
Solid	Fast form
Solid state	Fast
Solidarity	Solidaritet (fackförening)
Solomon	Salomo
Solomon Islands	Salomonöarna
Solomon Islands	Kategori:Salomonöarna
Solon	Solon
Solstice	Solstånd
Solvent	Lösningsmedel
Somalia	Somalia
Somalia	Kategori:Somalia
Somerset	Somerset
Somme	Somme (departement)
Sonata	Sonat
Song	Sång
Song of Solomon	Höga Visan
Sonnet	Sonett
Sophia Loren	Sophia Loren
Sophism	Sofister
Sophocles	Sofokles
Soprano	Sopran
Sorbonne	Sorbonne
Sorghum	Durror
Sorting algorithm	Sorteringsalgoritm
Soul	Själ
Sound	Ljud
Soup	Soppa
Source code	Källkod
South	Söder
South Africa	Kategori:Sydafrika
South America	Sydamerika
South America	Kategori:Sydamerika
South Australia	South Australia
South Carolina	South Carolina
South Carolina	Kategori:South Carolina
South China Sea	Sydkinesiska havet
South Dakota	South Dakota
South Dakota	Kategori:South Dakota
South Island	Sydön
South Korea	Sydkorea
South Korea	Kategori:Sydkorea
South Pole	Sydpolen
South Vietnam	Sydvietnam
Southeast Asia	Sydostasien
Southern Hemisphere	Södra halvklotet
Sovereignty	Suveränitet
Soviet Union	Sovjetunionen
Soviet Union	Kategori:Sovjetunionen
Soybean	Sojaböna
Space	Rymden
Space Shuttle	Rymdfärja
Space station	Rymdstation
Spacecraft	Rymdfarkost
Spain	Spanien
Spain	Kategori:Spanien
Spam (electronic)	Skräppost
Spanish Civil War	Spanska inbördeskriget
Spanish people	Kategori:Spanjorer
Spanish-American War	Spansk-amerikanska kriget
Sparta	Sparta
Spear	Spjut
Special relativity	Speciella relativitetsteorin
Species	Art
Spectroscopy	Spektroskopi
Speed	Fart
Speed of light	Ljusets hastighet
Speleology	Speleologi
Spencer Tracy	Spencer Tracy
Sperm Whale	Kaskelot
Spermatophyte	Fröväxter
Spermatozoon	Spermie
Sphere	Sfär
Sphinx	Sfinx
Spice	Krydda
Spider	Spindlar
Spin (physics)	Spinn
Spinach	Spenat
Spinal cord	Ryggmärg
Spiral galaxy	Spiralgalax
Spleen	Mjälte
Split	Split
Sponge	Svampdjur
Sport	Sport
Spreadsheet	Kalkylprogram
Spree	Spree
Spring (season)	Vår
Springfield	Springfield, Illinois
Spyware	Spionprogram
Squamata	Fjällbärande kräldjur
Square (geometry)	Kvadrat
Square metre	Kvadratmeter
Square root	Kvadratrot
Squash (sport)	Squash (sport)
Squirrel	Ekorrar
Sri Lanka	Sri Lanka
Sri Lanka	Kategori:Sri Lanka
St. Louis	Saint Louis
Stained glass	Glasmålning
Stainless steel	Rostfritt stål
Stalinism	Stalinism
Standard Generalized Markup Language	SGML
Standard deviation	Standardavvikelse
Stanford University	Stanford University
Stanley Kubrick	Stanley Kubrick
Star	Stjärna
Star of David	Davidsstjärna
Starch	Stärkelse
Starfish	Sjöstjärnor
State	Stat
Staten Island	Staten Island
Statistical mechanics	Statistisk mekanik
Statistics	Statistik
Statistics	Kategori:Statistik
Statue of Liberty	Frihetsgudinnan
Stavanger	Stavanger
Steam	Ånga
Steam engine	Ångmaskin
Steel	Stål
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stem cell	Stamcell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Stäpp
Steradian	Steradian
Sternum	Bröstben
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Aktiebörs
Stockholm	Stockholm
Stoicism	Stoicism
Stomach	Magsäck
Stone Age	Stenåldern
Stonehenge	Stonehenge
Stork	Storkar
Storm	Storm
Strait	Sund
Strait of Gibraltar	Gibraltar sund
Strait of Hormuz	Hormuzsundet
Strait of Magellan	Magellans sund
Strait of Messina	Messinasundet
Straits	Kategori:Sund
Strasbourg	Strasbourg
Strategy	Strategi
Stratigraphy	Stratigrafi
Stratosphere	Stratosfär
Strawberry	Smultronsläktet
Stress (medicine)	Stress
String theory	Strängteori
Stroke	Slaganfall
Strong interaction	Stark växelverkan
Strontium	Strontium
Structuralism	Strukturalism
Stub	Mall:Stub
Student	Student
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx (mytologi)
Sub-Saharan Africa	Subsahariska Afrika
Subculture	Subkultur
Sublimation (chemistry)	Sublimering
Submarine	Ubåt
Subset	Delmängd
Subtraction	Subtraktion
Subversion (software)	Subversion (versionshanteringssystem)
Sucre	Sucre
Sucrose	Rörsocker
Sudan	Sudan
Sudan	Kategori:Sudan
Sudoku	Sudoku
Suez Canal	Suezkanalen
Suffix	Suffix
Sufism	Sufism
Sugar	Socker
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Sulfur	Svavel
Sulfur dioxide	Svaveldioxid
Sulfur mustard	Senapsgas
Sulfuric acid	Svavelsyra
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Summer	Sommar
Sumo	Sumobrottning
Sun	Solen
Sun	Kategori:Solen
Sun Yat-sen	Sun Yat-sen
Sunday	Söndag
Sundial	Solur
Sunflower	Solros
Sunni Islam	Sunniter
Sunspot	Solfläckar
Supercomputer	Superdator
Superconductivity	Supraledare
Superman	Stålmannen
Supernova	Supernova
Supreme Court of the United States	USA:s högsta domstol
Sura	Sura (islam)
Surface tension	Ytspänning
Surgeon	Kirurgi
Surgery	Kirurgi
Surgery	Kategori:Kirurgi
Suriname	Surinam
Suriname	Kategori:Surinam
Surrealism	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swallow	Svalor
Swan	Svanar
Swastika	Svastika
Swaziland	Swaziland
Swaziland	Kategori:Swaziland
Sweden	Sverige
Sweden	Kategori:Sverige
Swedish krona	Svensk krona
Sweet potato	Sötpotatis
Swimming	Simning
Swimming	Kategori:Simning
Swiss franc	Schweizisk franc
Swiss people	Kategori:Schweizare
Switzerland	Schweiz
Switzerland	Kategori:Schweiz
Sword	Svärd
Sydney	Sydney
Syllable	Stavelse
Sylvia Plath	Sylvia Plath
Symbiosis	Symbios
Symbol	Symbol
Symphony	Symfoni
Symptom	Symptom
Synagogue	Synagoga
Synesthesia	Synestesi
Synonym	Synonym
Syntax	Syntax
Synthesizer	Synthesizer
Syphilis	Syfilis
Syracuse	Syrakusa
Syria	Syrien
Syria	Kategori:Syrien
System	System
Systematics	Systematik (biologi)
T	T
T. E. Lawrence	Lawrence av Arabien
T. S. Eliot	T.S. Eliot
Table (furniture)	Bord
Table tennis	Bordtennis
Taboo	Tabu
Tacitus	Publius Cornelius Tacitus
Taekwondo	Taekwondo
Tagus	Tajo
Tahiti	Tahiti
Tai chi chuan	Taijiquan
Tail	Svans
Taipei	Taipei
Taiwan	Kategori:Taiwan
Taiwan	Taiwan (ö)
Taj Mahal	Taj Mahal
Tajikistan	Tadzjikistan
Tajikistan	Kategori:Tadzjikistan
Talc	Talk
Taliban	Talibaner
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tammerfors
Tanakh	Tanach
Tang Dynasty	Tangdynastin
Tangier	Tanger
Tango (dance)	Tango
Tank	Stridsvagn
Tantalum	Tantal
Tantalus	Tantalos
Tanzania	Tanzania
Tanzania	Kategori:Tanzania
Taoism	Daoism (filosofi)
Tapir	Tapirer
Tardigrade	Trögkrypare
Tarn	Tarn
Tarragon	Dragon (växt)
Tartarus	Tartaros
Tartu	Tartu
Tashkent	Tasjkent
Tasman Sea	Tasmanhavet
Tasmania	Tasmanien
Tasmanian Devil	Tasmansk djävul
Taste	Grundsmak
Tattoo	Tatuering
Tau	Tau
Taurus (constellation)	Oxen (stjärnbild)
Tawny Owl	Kattuggla
Tax	Skatt
Taxation	Kategori:Skatter
Taxicab	Taxi
Taxon	Taxon
Taxonomy	Taxonomi
Taxus baccata	Idegran
Tbilisi	Tbilisi
Tea	Te
Tea	Kategori:Te
Teacher	Lärare
Technetium	Teknetium
Techno	Techno
Technology	Teknologi
Technology	Kategori:Teknik
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telecommunication	Telekommunikation
Telegraphy	Telegrafi
Telepathy	Telepati
Telephone	Telefon
Telescope	Teleskop
Telescopium	Kikaren
Television	Television
Television	Kategori:Television
Tellurium	Tellur
Temperature	Temperatur
Temple	Tempel
Temple of Artemis	Artemistemplet i Efesos
Ten Commandments	De tio budorden
Tenerife	Teneriffa
Tennessee	Tennessee
Tennessee	Kategori:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Tennis	Kategori:Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termite	Termiter
Terpsichore	Terpsichore
Terrestrial planet	Stenplanet
Terrorism	Terrorism
Terrorism	Kategori:Terrorism
Tertullian	Tertullianus
Tesla (unit)	Tesla
Testicle	Testikel
Testosterone	Testosteron
Tetanus	Stelkramp
Tethys (moon)	Tethys (måne)
Tethys (mythology)	Tethys
Tetrahedron	Tetraeder
Tetrahydrocannabinol	Tetrahydrocannabinol
Tetrapod	Tetrapoda
Texas	Texas
Texas	Kategori:Texas
Textile	Textil
Thailand	Thailand
Thailand	Kategori:Thailand
Thales	Thales från Miletos
Thalia	Thalia
Thallium	Tallium
Thanatos	Thanatos
Thanksgiving	Thanksgiving
Thanksgiving (Canada)	Thanksgiving
Thanksgiving (United States)	Thanksgiving
Thanksgiving (disambiguation)	Thanksgiving
The Gambia	Gambia
The Gambia	Kategori:Gambia
The Hague	Haag
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teater
Theatre	Kategori:Teater
Thebe (moon)	Thebe (måne)
Thebes	Thebe, Grekland
Thebes	Thebe, Egypten
Theia	Theia
Themis	Themis
Themistocles	Themistokles
Theocracy	Teokrati
Theodolite	Teodolit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Theology	Teologi
Theology	Kategori:Teologi
Theorem	Teorem
Theory	Teori
Theory of relativity	Relativitetsteori
Theravada	Theravada
Thermodynamics	Termodynamik
Thermodynamics	Kategori:Termodynamik
Thermometer	Termometer
Theseus	Theseus
Thessaloniki	Thessaloniki
Thessaly	Thessalien
Theta	Theta
Thetis	Thetis
Thiamine	Tiamin
Think tank	Tankesmedja
Third Crusade	Tredje korståget
Third World	Tredje världen
Thirty Years' War	Trettioåriga kriget
Thomas Aquinas	Thomas av Aquino
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Robert Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Tor
Thorium	Torium
Thoth	Thot
Thought	Tänkande
Thrace	Thrakien
Thucydides	Thukydides
Thulium	Tulium
Thumb	Tumme
Thuringia	Thüringen
Thuringia	Kategori:Thüringen
Thursday	Torsdag
Thylacine	Pungvarg
Thyme	Timjan
Thymine	Tymin
Thyroid	Sköldkörtel
Tianjin	Tianjin
Tiber	Tibern
Tiberius	Tiberius
Tibet	Tibet
Tibet	Kategori:Tibet
Ticino	Ticino
Tide	Tidvatten
Tierra del Fuego	Eldslandet
Tiger	Tiger
Tigris	Tigris
Tilia	Lind
Timbuktu	Timbuktu
Time	Tid
Time	Kategori:Tid
Time (magazine)	TIME Magazine
Time zone	Tidszon
Timor	Timor
Timur	Timur Lenk
Tin	Tenn
Tirana	Tirana
Tissue (biology)	Vävnad
Tit (bird)	Mesfåglar
Titan (disambiguation)	Titan
Titan (moon)	Titan (måne)
Titan (mythology)	Titaner
Titania (moon)	Titania
Titanic (disambiguation)	Titanic (olika betydelser)
Titanium	Titan (grundämne)
Titian	Tizian
Titus	Titus (romersk kejsare)
Tivoli	Tivoli (stad)
Tobacco	Tobak
Tocantins (state)	Tocantins (delstat)
Tocopherol	Alfatokoferol
Tofu	Tofu
Togo	Togo
Togo	Kategori:Togo
Tokyo	Tokyo
Toledo	Toledo, Spanien
Toluene	Toluen
Tom Hanks	Tom Hanks
Tom and Jerry	Tom och Jerry
Tomato	Tomat
Tonga	Tonga
Tonga	Kategori:Tonga
Tongue	Tunga
Toni Morrison	Toni Morrison
Tony Blair	Tony Blair
Tool	Verktyg
Tooth	Tänder
Toothbrush	Tandborste
Topaz	Topas
Topeka	Topeka
Topology	Topologi
Topology	Kategori:Topologi
Torah	Torah
Tornado	Tromb
Toronto	Toronto
Torpedo	Torped
Torque	Vridmoment
Tortoise	Landsköldpaddor
Torture	Tortyr
Torus	Torus
Totalitarianism	Totalitarism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turism
Tourism	Kategori:Turism
Tours	Tours
Tower	Torn
Tower of Babel	Babels torn
Tower of London	Towern
Town	Stad
Toxicity	Toxicitet
Toxicology	Toxikologi
Toy	Leksak
Toyota	Toyota
Tractor	Traktor
Trade	Handel
Trade union	Fackförening
Trademark	Varumärke
Tradition	Tradition
Tragedy	Tragedi
Train	Tåg
Train station	Järnvägsstation
Trajan	Trajanus
Tram	Spårvagn
Transcendental number	Transcendent tal
Transformer	Transformator
Transistor	Transistor
Transliteration	Translitteration
Transmission Control Protocol	Transmission control protocol
Transportation	Kategori:Transportväsen
Transsexualism	Transsexuell
Transylvania	Transsylvanien
Trapezoid	Parallelltrapets
Treaty	Traktat
Treaty of Versailles	Versaillesfreden
Tree	Träd
Trento	Trento
Trenton	Trenton
Triangle	Triangel
Triangulum	Triangeln (stjärnbild)
Triangulum Australe	Södra triangeln
Triassic	Trias
Tributary	Biflod
Triceratops	Triceratops
Trier	Trier
Trigonometric function	Trigonometrisk funktion
Trigonometry	Trigonometri
Trigonometry	Kategori:Trigonometri
Trilobite	Trilobiter
Trilogy	Trilogi
Trinidad	Trinidad
Trinidad and Tobago	Trinidad och Tobago
Trinidad and Tobago	Kategori:Trinidad och Tobago
Trinitrotoluene	Trotyl
Trinity	Treenighetsläran
Tripoli	Tripoli
Triskelion	Triskele
Tritium	Tritium
Triton (moon)	Triton (måne)
Triton (mythology)	Triton (mytologi)
Triumphal arch	Triumfbåge
Trojan Horse	Trojanska hästen
Trojan War	Trojanska kriget
Trojan horse (computing)	Trojansk häst
Troll	Troll
Troll (Internet)	Internettroll
Trolleybus	Trådbuss
Trombone	Trombon
Trondheim	Trondheim
Tropic of Cancer	Kräftans vändkrets
Tropic of Capricorn	Stenbockens vändkrets
Troposphere	Troposfär
Trotskyism	Trotskism
Troy	Troja
Truck	Lastbil
Truman Doctrine	Trumandoktrinen
Trumpet	Trumpet
Truth	Sanning
Trygve Lie	Trygve Lie
Tryptophan	Tryptofan
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareger
Tuba	Tuba
Tuber (genus)	Tryffel
Tuberculosis	Tuberkulos
Tucana	Tukanen
Tucson	Tucson
Tuesday	Tisdag
Tulip	Tulpansläktet
Tumor	Tumör
Tundra	Tundra
Tungsten	Volfram
Tunicate	Manteldjur
Tunis	Tunis
Tunisia	Tunisien
Tunisia	Kategori:Tunisien
Tunnel	Tunnel
Turbine	Turbin
Turin	Turin
Turing machine	Turingmaskin
Turkey	Turkiet
Turkey	Kategori:Turkiet
Turkmenistan	Turkmenistan
Turkmenistan	Kategori:Turkmenistan
Turmeric	Gurkmeja
Turtle	Sköldpaddor
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Kategori:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Skrivmaskin
Typhon	Tyfon (mytologisk varelse)
Typography	Typografi
Typography	Kategori:Typografi
Tyrannosaurus	Tyrannosaurus rex
Tyre	Tyros
Tyrol (state)	Tyrolen (delstat)
Tyrrhenian Sea	Tyrrenska havet
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Uganda	Kategori:Uganda
Ukraine	Ukraina
Ukraine	Kategori:Ukraina
Ulan Bator	Ulaanbaatar
Ulster	Ulster
Ultrasound	Ultraljud
Ultraviolet	Ultraviolett strålning
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Paraply
Umbria	Umbrien
Uncertainty principle	Osäkerhetsprincipen
Unemployment	Arbetslöshet
Unicorn	Enhörning
Unidentified flying object	Ufo
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Union (matematik)
United Arab Emirates	Förenade arabemiraten
United Arab Emirates	Kategori:Förenade arabemiraten
United Arab Republic	Förenade arabrepubliken
United Kingdom	Storbritannien
United Kingdom	Kategori:Storbritannien
United Nations	Förenta nationerna
United Nations	Kategori:Förenta nationerna
United Nations Children's Fund	Unicef
United States	USA
United States	Kategori:USA
United States Air Force	United States Air Force
United States Congress	USA:s kongress
United States Constitution	USA:s konstitution
United States House of Representatives	USA:s representanthus
United States Military Academy	United States Military Academy
United States Navy	USA:s flotta
United States Senate	USA:s senat
United States Virgin Islands	Amerikanska Jungfruöarna
United States dollar	United States dollar
Universe	Universum
University	Universitet
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Unix	Kategori:Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanishaderna
Uppsala	Uppsala
Upsilon	Ypsilon
Ur	Ur (stad)
Uracil	Uracil
Ural Mountains	Uralbergen
Urania	Urania
Uranium	Uran
Uranus	Uranus
Uranus	Kategori:Uranus
Uranus (mythology)	Uranos
Urdu	Urdu
Urea	Urea
Urine	Urin
Ursa Major	Stora björnen
Ursa Minor	Lilla björnen
Uruguay	Uruguay
Uruguay	Kategori:Uruguay
Utah	Utah
Utah	Kategori:Utah
Uterus	Livmoder
Utilitarianism	Utilitarism
Utopia	Utopi
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (provins)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Kategori:Uzbekistan
V	V
Vacuole	Vakuol
Vacuum	Vakuum
Vacuum tube	Elektronrör
Vaduz	Vaduz
Vagina	Slida
Valence	Valence
Valencia	Valencia
Valentina Tereshkova	Valentina Teresjkova
Valentine's Day	Alla hjärtans dag
Valhalla	Valhall
Valkyrie	Valkyria
Valletta	Valletta
Valley	Dal
Vampire	Vampyr
Vanadium	Vanadin
Vancouver	Vancouver
Vancouver Island	Vancouver Island
Vandalism	Vandalism
Vanir	Vaner
Vanuatu	Vanuatu
Vanuatu	Kategori:Vanuatu
Var (department)	Var (departement)
Variance	Varians
Varna	Varna (stad)
Vascular plant	Kärlväxter
Vatican City	Vatikanstaten
Vatican City	Kategori:Vatikanstaten
Vector (spatial)	Vektor
Vega	Vega (stjärna)
Vegetable	Grönsaker
Vegetarianism	Vegetarian
Vein	Ven (blodkärl)
Vela (constellation)	Seglet
Velociraptor	Velociraptor
Velocity	Hastighet
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategori:Venezuela
Venice	Venedig
Venus	Venus
Venus (disambiguation)	Venus (olika betydelser)
Venus (mythology)	Venus (gudinna)
Verb	Verb
Vermont	Vermont
Vermont	Kategori:Vermont
Verona	Verona
Versailles	Versailles
Vertebra	Ryggkota
Vertebral column	Ryggrad
Vertebrate	Ryggradsdjur
Vespasian	Vespasianus
Vesta (mythology)	Vesta
Veto	Veto
Vice President of the United States	USA:s vicepresident
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria, Seychellerna
Victoria	Victoria, British Columbia
Victoria	Victoria
Victoria (Australia)	Victoria, Australien
Victoria Falls	Victoriafallen
Video	Video
Video game	Datorspel
Vienna	Wien
Vienna	Kategori:Wien
Vienne	Vienne (departement)
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Kategori:Vietnam
Vietnam War	Vietnamkriget
Vietnam War	Kategori:Vietnamkriget
Viking	Viking
Vilfredo Pareto	Vilfredo Pareto
Village	By
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Vinäger
Viola	Altfiol
Violence	Våld
Violin	Fiol
Virgil	Vergilius
Virgin Islands	Jungfruöarna
Virginia	Virginia
Virginia	Kategori:Virginia
Virginia Woolf	Virginia Woolf
Virginity	Jungfru
Virgo (constellation)	Jungfrun (stjärnbild)
Virtual memory	Virtuellt minne
Virtual reality	Virtuell verklighet
Virtue	Dygd
Virus	Virus
Viscosity	Viskositet
Vishnu	Vishnu
Vistula	Wisła
Vitamin	Vitaminer
Vitamin A	Retinol
Vitamin B6	Pyridoxin
Vitamin D	Vitamin D
Vitamin K	K-vitamin
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokativ
Vodka	Vodka
Volans	Flygfisken
Volcano	Vulkan
Volcanology	Kategori:Vulkanologi
Volcanology	Vulkanologi
Volga River	Volga
Volgograd	Volgograd
Volleyball	Volleyboll
Volleyball	Kategori:Volleyboll
Volt	Volt
Voltage	Elektrisk spänning
Voltaire	Voltaire
Volume	Volym (geometri)
Vomiting	Kräkning
Voodoo	Voodoo
Vowel	Vokal
Vulcan (mythology)	Vulcanus
Vulgar Latin	Vulgärlatin
Vulgate	Vulgata
Vulpecula	Räven
Vulva	Vulva
W	W
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhabism
Wake Island	Wake
Wales	Wales
Wales	Kategori:Wales
Walnut	Valnötter
Walrus	Valross
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Krig
War	Kategori:Krig
War crime	Brott mot krigets lagar
War of the Spanish Succession	Spanska tronföljdskriget
Wars of the Roses	Rosornas krig
Warsaw	Warszawa
Wart	Vårta
Washing machine	Tvättmaskin
Washington	Washington, D.C.
Washington	Washington (delstat)
Washington	Kategori:Washington
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasilij Kandinskij
Waste	Avfall
Water	Vatten
Water	Kategori:Vatten
Water polo	Vattenpolo
Waterfall	Vattenfall
Watergate scandal	Watergateaffären
Watermelon	Vattenmelon
Watt	Watt
Watt-hour	Wattimme
Wave	Mekaniska vågor
Wavelength	Våglängd
Wax	Vax
Weak interaction	Svag växelverkan
Weapon	Vapen
Weather	Väder
Web browser	Webbläsare
Web page	Webbsida
Webcam	Webbkamera
Weber (unit)	Weber (enhet)
Website	Webbplats
Wednesday	Onsdag
Week	Vecka
Weight	Tyngd
Weightlifting	Tyngdlyftning
Weimar	Weimar
Weimar Republic	Weimarrepubliken
Welding	Svetsning
Wellington	Wellington
Werewolf	Varulv
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Väster
West Africa	Västafrika
West Bank	Västbanken
West Bengal	Västbengalen
West Berlin	Västberlin
West Germany	Västtyskland
West Sussex	West Sussex
West Virginia	West Virginia
West Virginia	Kategori:West Virginia
Western Australia	Western Australia
Western Roman Empire	Västromerska riket
Western Sahara	Västsahara
Western Sahara	Kategori:Västsahara
Westminster Abbey	Westminster Abbey
Whale	Valar
Wheat	Veten
Wheel	Hjul
Whisky	Whisky
White House	Vita huset
White Sea	Vita havet
White blood cell	Vit blodkropp
White dwarf	Vit dvärg
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Wide Area Network
Wiesbaden	Wiesbaden
Wildcat	Vildkatt
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testamente
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Vilhelm I (tysk kejsare)
William II	Vilhelm II av Tyskland
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William B. Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Ockham
Willow	Videsläktet
Willy Brandt	Willy Brandt
Wind instrument	Blåsinstrument
Wind power	Vindkraft
Windhoek	Windhoek
Windmill	Väderkvarn
Window	Fönster
Wine	Vin
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Vinter
Winter Olympic Games	Olympiska vinterspelen
Winter Olympic Games	Kategori:Olympiska vinterspelen
Wisconsin	Wisconsin
Wisconsin	Kategori:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Kvinna
Wood	Trä
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Träblåsinstrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Ord
Word processor	Ordbehandlare
World	Värld
World Bank	Världsbanken
World Health Organization	Världshälsoorganisationen
World Meteorological Organization	World Meteorological Organization
World Trade Center	World Trade Center
World Trade Organization	Världshandelsorganisationen
World War I	Första världskriget
World War I	Kategori:Första världskriget
World War II	Andra världskriget
World War II	Kategori:Andra världskriget
World Wide Web	World Wide Web
World Wide Web	Kategori:World Wide Web
World war	Världskrig
Wormhole	Maskhål
Writer	Skribent
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Kategori:Wyoming
X	X
X-ray	Röntgenstrålning
Xenarthra	Trögdjur
Xenon	Xenon
Xenophanes	Xenophanes
Xenophobia	Främlingsfientlighet
Xenophon	Xenofon
Xi	Xi
Xinjiang	Xinjiang
Xylophone	Xylofon
Y	Y
Yahweh	JHVH
Yak	Jak
Yakuza	Yakuza
Yale University	Yale University
Yalta	Jalta
Yalta Conference	Jaltakonferensen
Yangon	Rangoon
Yangtze River	Changjiang
Yard	Yard
Yasser Arafat	Yassir Arafat
Year	År
Years	Kategori:Årtal
Yeast	Jäst
Yellow	Gul
Yellow River	Huanghe
Yellow Sea	Gula havet
Yellowstone National Park	Yellowstone nationalpark
Yemen	Jemen
Yemen	Kategori:Jemen
Yenisei River	Jenisej
Yerevan	Jerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Jojo
Yoga	Yoga
Yoghurt	Yoghurt
Yoko Ono	Yoko Ono
