Swedish	English
Situationskomedi	Situation comedy
Sexdagarskriget	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Kategori:Skelettet	Skeletal system
Skepticism	Skepticism
Hud	Skin
Skinnskalle	Skinhead
Skopje	Skopje
Kranium	Skull
Skylab	Skylab
Skyskrapa	Skyscraper
Slash	Slash (musician)
Slaveri	Slavery
Slayer	Slayer
Sömn	Sleep
Slovakien	Slovakia
Kategori:Slovakien	Slovakia
Slovenien	Slovenia
Kategori:Slovenien	Slovenia
Tunntarm	Small intestine
Smog	Smog
Smolensk	Smolensk
Ormar	Snake
Snooker	Snooker
Snö	Snow
Tvål	Soap
Socialpsykologi	Social psychology
Socialism	Socialism
Kategori:Socialism	Socialism
Socialistiska partiet (Frankrike)	Socialist Party (France)
Kategori:Samhälle	Society
Samhälle	Society
Jesuitorden	Society of Jesus
Sociologi	Sociology
Kategori:Sociologi	Sociology
Sokrates	Socrates
Natrium	Sodium
Natriumvätekarbonat	Sodium bicarbonate
Natriumklorid	Sodium chloride
Natriumhydroxid	Sodium hydroxide
Sofia (stad)	Sofia
Softboll	Softball
Kategori:Datorprogram	Software
Jord (mark)	Soil
Potatisväxter	Solanaceae
Kategori:Solanaceae	Solanaceae
Solsystemet	Solar System
Kategori:Solsystemet	Solar System
Solcell	Solar cell
Solförmörkelse	Solar eclipse
Solenergi	Solar energy
Solvind	Solar wind
Fast form	Solid
Fast	Solid state
Solidaritet (fackförening)	Solidarity
Salomo	Solomon
Salomonöarna	Solomon Islands
Kategori:Salomonöarna	Solomon Islands
Solon	Solon
Solstånd	Solstice
Lösningsmedel	Solvent
Somalia	Somalia
Kategori:Somalia	Somalia
Somerset	Somerset
Somme (departement)	Somme
Sonat	Sonata
Sång	Song
Höga Visan	Song of Solomon
Sonett	Sonnet
Sophia Loren	Sophia Loren
Sofister	Sophism
Sofokles	Sophocles
Sopran	Soprano
Sorbonne	Sorbonne
Durror	Sorghum
Sorteringsalgoritm	Sorting algorithm
Själ	Soul
Ljud	Sound
Soppa	Soup
Källkod	Source code
Söder	South
Kategori:Sydafrika	South Africa
Sydamerika	South America
Kategori:Sydamerika	South America
South Australia	South Australia
South Carolina	South Carolina
Kategori:South Carolina	South Carolina
Sydkinesiska havet	South China Sea
South Dakota	South Dakota
Kategori:South Dakota	South Dakota
Sydön	South Island
Sydkorea	South Korea
Kategori:Sydkorea	South Korea
Sydpolen	South Pole
Sydvietnam	South Vietnam
Sydostasien	Southeast Asia
Södra halvklotet	Southern Hemisphere
Suveränitet	Sovereignty
Sovjetunionen	Soviet Union
Kategori:Sovjetunionen	Soviet Union
Sojaböna	Soybean
Rymden	Space
Rymdfärja	Space Shuttle
Rymdstation	Space station
Rymdfarkost	Spacecraft
Spanien	Spain
Kategori:Spanien	Spain
Skräppost	Spam (electronic)
Spanska inbördeskriget	Spanish Civil War
Kategori:Spanjorer	Spanish people
Spansk-amerikanska kriget	Spanish-American War
Sparta	Sparta
Spjut	Spear
Speciella relativitetsteorin	Special relativity
Art	Species
Spektroskopi	Spectroscopy
Fart	Speed
Ljusets hastighet	Speed of light
Speleologi	Speleology
Spencer Tracy	Spencer Tracy
Kaskelot	Sperm Whale
Fröväxter	Spermatophyte
Spermie	Spermatozoon
Sfär	Sphere
Sfinx	Sphinx
Krydda	Spice
Spindlar	Spider
Spinn	Spin (physics)
Spenat	Spinach
Ryggmärg	Spinal cord
Spiralgalax	Spiral galaxy
Mjälte	Spleen
Split	Split
Svampdjur	Sponge
Sport	Sport
Kalkylprogram	Spreadsheet
Spree	Spree
Vår	Spring (season)
Springfield, Illinois	Springfield
Spionprogram	Spyware
Fjällbärande kräldjur	Squamata
Kvadrat	Square (geometry)
Kvadratmeter	Square metre
Kvadratrot	Square root
Squash (sport)	Squash (sport)
Ekorrar	Squirrel
Sri Lanka	Sri Lanka
Kategori:Sri Lanka	Sri Lanka
Saint Louis	St. Louis
Glasmålning	Stained glass
Rostfritt stål	Stainless steel
Stalinism	Stalinism
SGML	Standard Generalized Markup Language
Standardavvikelse	Standard deviation
Stanford University	Stanford University
Stanley Kubrick	Stanley Kubrick
Stjärna	Star
Davidsstjärna	Star of David
Stärkelse	Starch
Sjöstjärnor	Starfish
Stat	State
Staten Island	Staten Island
Statistisk mekanik	Statistical mechanics
Statistik	Statistics
Kategori:Statistik	Statistics
Frihetsgudinnan	Statue of Liberty
Stavanger	Stavanger
Ånga	Steam
Ångmaskin	Steam engine
Stål	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stamcell	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Stäpp	Steppe
Steradian	Steradian
Bröstben	Sternum
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Aktiebörs	Stock exchange
Stockholm	Stockholm
Stoicism	Stoicism
Magsäck	Stomach
Stenåldern	Stone Age
Stonehenge	Stonehenge
Storkar	Stork
Storm	Storm
Sund	Strait
Gibraltar sund	Strait of Gibraltar
Hormuzsundet	Strait of Hormuz
Magellans sund	Strait of Magellan
Messinasundet	Strait of Messina
Kategori:Sund	Straits
Strasbourg	Strasbourg
Strategi	Strategy
Stratigrafi	Stratigraphy
Stratosfär	Stratosphere
Smultronsläktet	Strawberry
Stress	Stress (medicine)
Strängteori	String theory
Slaganfall	Stroke
Stark växelverkan	Strong interaction
Strontium	Strontium
Strukturalism	Structuralism
Mall:Stub	Stub
Student	Student
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx (mytologi)	Styx
Subsahariska Afrika	Sub-Saharan Africa
Subkultur	Subculture
Sublimering	Sublimation (chemistry)
Ubåt	Submarine
Delmängd	Subset
Subtraktion	Subtraction
Subversion (versionshanteringssystem)	Subversion (software)
Sucre	Sucre
Rörsocker	Sucrose
Sudan	Sudan
Kategori:Sudan	Sudan
Sudoku	Sudoku
Suezkanalen	Suez Canal
Suffix	Suffix
Sufism	Sufism
Socker	Sugar
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Svavel	Sulfur
Svaveldioxid	Sulfur dioxide
Senapsgas	Sulfur mustard
Svavelsyra	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Sommar	Summer
Sumobrottning	Sumo
Solen	Sun
Kategori:Solen	Sun
Sun Yat-sen	Sun Yat-sen
Söndag	Sunday
Solur	Sundial
Solros	Sunflower
Sunniter	Sunni Islam
Solfläckar	Sunspot
Superdator	Supercomputer
Supraledare	Superconductivity
Stålmannen	Superman
Supernova	Supernova
USA:s högsta domstol	Supreme Court of the United States
Sura (islam)	Sura
Ytspänning	Surface tension
Kirurgi	Surgeon
Kirurgi	Surgery
Kategori:Kirurgi	Surgery
Surinam	Suriname
Kategori:Surinam	Suriname
Surrealism	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Svalor	Swallow
Svanar	Swan
Svastika	Swastika
Swaziland	Swaziland
Kategori:Swaziland	Swaziland
Sverige	Sweden
Kategori:Sverige	Sweden
Svensk krona	Swedish krona
Sötpotatis	Sweet potato
Simning	Swimming
Kategori:Simning	Swimming
Schweizisk franc	Swiss franc
Kategori:Schweizare	Swiss people
Schweiz	Switzerland
Kategori:Schweiz	Switzerland
Svärd	Sword
Sydney	Sydney
Stavelse	Syllable
Sylvia Plath	Sylvia Plath
Symbios	Symbiosis
Symbol	Symbol
Symfoni	Symphony
Symptom	Symptom
Synagoga	Synagogue
Synestesi	Synesthesia
Synonym	Synonym
Syntax	Syntax
Synthesizer	Synthesizer
Syfilis	Syphilis
Syrakusa	Syracuse
Syrien	Syria
Kategori:Syrien	Syria
System	System
Systematik (biologi)	Systematics
T	T
Lawrence av Arabien	T. E. Lawrence
T.S. Eliot	T. S. Eliot
Bord	Table (furniture)
Bordtennis	Table tennis
Tabu	Taboo
Publius Cornelius Tacitus	Tacitus
Taekwondo	Taekwondo
Tajo	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Svans	Tail
Taipei	Taipei
Kategori:Taiwan	Taiwan
Taiwan (ö)	Taiwan
Taj Mahal	Taj Mahal
Tadzjikistan	Tajikistan
Kategori:Tadzjikistan	Tajikistan
Talk	Talc
Talibaner	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tammerfors	Tampere
Tanach	Tanakh
Tangdynastin	Tang Dynasty
Tanger	Tangier
Tango	Tango (dance)
Stridsvagn	Tank
Tantal	Tantalum
Tantalos	Tantalus
Tanzania	Tanzania
Kategori:Tanzania	Tanzania
Daoism (filosofi)	Taoism
Tapirer	Tapir
Trögkrypare	Tardigrade
Tarn	Tarn
Dragon (växt)	Tarragon
Tartaros	Tartarus
Tartu	Tartu
Tasjkent	Tashkent
Tasmanhavet	Tasman Sea
Tasmanien	Tasmania
Tasmansk djävul	Tasmanian Devil
Grundsmak	Taste
Tatuering	Tattoo
Tau	Tau
Oxen (stjärnbild)	Taurus (constellation)
Kattuggla	Tawny Owl
Skatt	Tax
Kategori:Skatter	Taxation
Taxi	Taxicab
Taxon	Taxon
Taxonomi	Taxonomy
Idegran	Taxus baccata
Tbilisi	Tbilisi
Te	Tea
Kategori:Te	Tea
Lärare	Teacher
Teknetium	Technetium
Techno	Techno
Teknologi	Technology
Kategori:Teknik	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telekommunikation	Telecommunication
Telegrafi	Telegraphy
Telepati	Telepathy
Telefon	Telephone
Teleskop	Telescope
Kikaren	Telescopium
Television	Television
Kategori:Television	Television
Tellur	Tellurium
Temperatur	Temperature
Tempel	Temple
Artemistemplet i Efesos	Temple of Artemis
De tio budorden	Ten Commandments
Teneriffa	Tenerife
Tennessee	Tennessee
Kategori:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Kategori:Tennis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termiter	Termite
Terpsichore	Terpsichore
Stenplanet	Terrestrial planet
Terrorism	Terrorism
Kategori:Terrorism	Terrorism
Tertullianus	Tertullian
Tesla	Tesla (unit)
Testikel	Testicle
Testosteron	Testosterone
Stelkramp	Tetanus
Tethys (måne)	Tethys (moon)
Tethys	Tethys (mythology)
Tetraeder	Tetrahedron
Tetrahydrocannabinol	Tetrahydrocannabinol
Tetrapoda	Tetrapod
Texas	Texas
Kategori:Texas	Texas
Textil	Textile
Thailand	Thailand
Kategori:Thailand	Thailand
Thales från Miletos	Thales
Thalia	Thalia
Tallium	Thallium
Thanatos	Thanatos
Thanksgiving	Thanksgiving
Thanksgiving	Thanksgiving (Canada)
Thanksgiving	Thanksgiving (United States)
Thanksgiving	Thanksgiving (disambiguation)
Gambia	The Gambia
Kategori:Gambia	The Gambia
Haag	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teater	Theatre
Kategori:Teater	Theatre
Thebe (måne)	Thebe (moon)
Thebe, Grekland	Thebes
Thebe, Egypten	Thebes
Theia	Theia
Themis	Themis
Themistokles	Themistocles
Teokrati	Theocracy
Teodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Teologi	Theology
Kategori:Teologi	Theology
Teorem	Theorem
Teori	Theory
Relativitetsteori	Theory of relativity
Theravada	Theravada
Termodynamik	Thermodynamics
Kategori:Termodynamik	Thermodynamics
Termometer	Thermometer
Theseus	Theseus
Thessaloniki	Thessaloniki
Thessalien	Thessaly
Theta	Theta
Thetis	Thetis
Tiamin	Thiamine
Tankesmedja	Think tank
Tredje korståget	Third Crusade
Tredje världen	Third World
Trettioåriga kriget	Thirty Years' War
Thomas av Aquino	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Tor	Thor
Torium	Thorium
Thot	Thoth
Tänkande	Thought
Thrakien	Thrace
Thukydides	Thucydides
Tulium	Thulium
Tumme	Thumb
Thüringen	Thuringia
Kategori:Thüringen	Thuringia
Torsdag	Thursday
Pungvarg	Thylacine
Timjan	Thyme
Tymin	Thymine
Sköldkörtel	Thyroid
Tianjin	Tianjin
Tibern	Tiber
Tiberius	Tiberius
Tibet	Tibet
Kategori:Tibet	Tibet
Ticino	Ticino
Tidvatten	Tide
Eldslandet	Tierra del Fuego
Tiger	Tiger
Tigris	Tigris
Lind	Tilia
Timbuktu	Timbuktu
Tid	Time
Kategori:Tid	Time
TIME Magazine	Time (magazine)
Tidszon	Time zone
Timor	Timor
Timur Lenk	Timur
Tenn	Tin
Tirana	Tirana
Vävnad	Tissue (biology)
Mesfåglar	Tit (bird)
Titan	Titan (disambiguation)
Titan (måne)	Titan (moon)
Titaner	Titan (mythology)
Titania	Titania (moon)
Titanic (olika betydelser)	Titanic (disambiguation)
Titan (grundämne)	Titanium
Tizian	Titian
Titus (romersk kejsare)	Titus
Tivoli (stad)	Tivoli
Tobak	Tobacco
Tocantins (delstat)	Tocantins (state)
Alfatokoferol	Tocopherol
Tofu	Tofu
Togo	Togo
Kategori:Togo	Togo
Tokyo	Tokyo
Toledo, Spanien	Toledo
Toluen	Toluene
Tom Hanks	Tom Hanks
Tom och Jerry	Tom and Jerry
Tomat	Tomato
Tonga	Tonga
Kategori:Tonga	Tonga
Tunga	Tongue
Toni Morrison	Toni Morrison
Tony Blair	Tony Blair
Verktyg	Tool
Tänder	Tooth
Tandborste	Toothbrush
Topas	Topaz
Topeka	Topeka
Topologi	Topology
Kategori:Topologi	Topology
Torah	Torah
Tromb	Tornado
Toronto	Toronto
Torped	Torpedo
Vridmoment	Torque
Landsköldpaddor	Tortoise
Tortyr	Torture
Torus	Torus
Totalitarism	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Turism	Tourism
Kategori:Turism	Tourism
Tours	Tours
Torn	Tower
Babels torn	Tower of Babel
Towern	Tower of London
Stad	Town
Toxicitet	Toxicity
Toxikologi	Toxicology
Leksak	Toy
Toyota	Toyota
Traktor	Tractor
Handel	Trade
Fackförening	Trade union
Varumärke	Trademark
Tradition	Tradition
Tragedi	Tragedy
Tåg	Train
Järnvägsstation	Train station
Trajanus	Trajan
Spårvagn	Tram
Transcendent tal	Transcendental number
Transformator	Transformer
Transistor	Transistor
Translitteration	Transliteration
Transmission control protocol	Transmission Control Protocol
Kategori:Transportväsen	Transportation
Transsexuell	Transsexualism
Transsylvanien	Transylvania
Parallelltrapets	Trapezoid
Traktat	Treaty
Versaillesfreden	Treaty of Versailles
Träd	Tree
Trento	Trento
Trenton	Trenton
Triangel	Triangle
Triangeln (stjärnbild)	Triangulum
Södra triangeln	Triangulum Australe
Trias	Triassic
Biflod	Tributary
Triceratops	Triceratops
Trier	Trier
Trigonometrisk funktion	Trigonometric function
Trigonometri	Trigonometry
Kategori:Trigonometri	Trigonometry
Trilobiter	Trilobite
Trilogi	Trilogy
Trinidad	Trinidad
Trinidad och Tobago	Trinidad and Tobago
Kategori:Trinidad och Tobago	Trinidad and Tobago
Trotyl	Trinitrotoluene
Treenighetsläran	Trinity
Tripoli	Tripoli
Triskele	Triskelion
Tritium	Tritium
Triton (måne)	Triton (moon)
Triton (mytologi)	Triton (mythology)
Triumfbåge	Triumphal arch
Trojanska hästen	Trojan Horse
Trojanska kriget	Trojan War
Trojansk häst	Trojan horse (computing)
Troll	Troll
Internettroll	Troll (Internet)
Trådbuss	Trolleybus
Trombon	Trombone
Trondheim	Trondheim
Kräftans vändkrets	Tropic of Cancer
Stenbockens vändkrets	Tropic of Capricorn
Troposfär	Troposphere
Trotskism	Trotskyism
Troja	Troy
Lastbil	Truck
Trumandoktrinen	Truman Doctrine
Trumpet	Trumpet
Sanning	Truth
Trygve Lie	Trygve Lie
Tryptofan	Tryptophan
Tsar	Tsar
Tsunami	Tsunami
Tuareger	Tuareg
Tuba	Tuba
Tryffel	Tuber (genus)
Tuberkulos	Tuberculosis
Tukanen	Tucana
Tucson	Tucson
Tisdag	Tuesday
Tulpansläktet	Tulip
Tumör	Tumor
Tundra	Tundra
Volfram	Tungsten
Manteldjur	Tunicate
Tunis	Tunis
Tunisien	Tunisia
Kategori:Tunisien	Tunisia
Tunnel	Tunnel
Turbin	Turbine
Turin	Turin
Turingmaskin	Turing machine
Turkiet	Turkey
Kategori:Turkiet	Turkey
Turkmenistan	Turkmenistan
Kategori:Turkmenistan	Turkmenistan
Gurkmeja	Turmeric
Sköldpaddor	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Kategori:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Skrivmaskin	Typewriter
Tyfon (mytologisk varelse)	Typhon
Typografi	Typography
Kategori:Typografi	Typography
Tyrannosaurus rex	Tyrannosaurus
Tyros	Tyre
Tyrolen (delstat)	Tyrol (state)
Tyrrenska havet	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategori:Uganda	Uganda
Ukraina	Ukraine
Kategori:Ukraina	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Ultraljud	Ultrasound
Ultraviolett strålning	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Paraply	Umbrella
Umbrien	Umbria
Osäkerhetsprincipen	Uncertainty principle
Arbetslöshet	Unemployment
Enhörning	Unicorn
Ufo	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Union (matematik)	Union (set theory)
Förenade arabemiraten	United Arab Emirates
Kategori:Förenade arabemiraten	United Arab Emirates
Förenade arabrepubliken	United Arab Republic
Storbritannien	United Kingdom
Kategori:Storbritannien	United Kingdom
Förenta nationerna	United Nations
Kategori:Förenta nationerna	United Nations
Unicef	United Nations Children's Fund
USA	United States
Kategori:USA	United States
United States Air Force	United States Air Force
USA:s kongress	United States Congress
USA:s konstitution	United States Constitution
USA:s representanthus	United States House of Representatives
United States Military Academy	United States Military Academy
USA:s flotta	United States Navy
USA:s senat	United States Senate
Amerikanska Jungfruöarna	United States Virgin Islands
United States dollar	United States dollar
Universum	Universe
Universitet	University
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Kategori:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishaderna	Upanishad
Uppsala	Uppsala
Ypsilon	Upsilon
Ur (stad)	Ur
Uracil	Uracil
Uralbergen	Ural Mountains
Urania	Urania
Uran	Uranium
Uranus	Uranus
Kategori:Uranus	Uranus
Uranos	Uranus (mythology)
Urdu	Urdu
Urea	Urea
Urin	Urine
Stora björnen	Ursa Major
Lilla björnen	Ursa Minor
Uruguay	Uruguay
Kategori:Uruguay	Uruguay
Utah	Utah
Kategori:Utah	Utah
Livmoder	Uterus
Utilitarism	Utilitarianism
Utopi	Utopia
Utrecht	Utrecht (city)
Utrecht (provins)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Kategori:Uzbekistan	Uzbekistan
V	V
Vakuol	Vacuole
Vakuum	Vacuum
Elektronrör	Vacuum tube
Vaduz	Vaduz
Slida	Vagina
Valence	Valence
Valencia	Valencia
Valentina Teresjkova	Valentina Tereshkova
Alla hjärtans dag	Valentine's Day
Valhall	Valhalla
Valkyria	Valkyrie
Valletta	Valletta
Dal	Valley
Vampyr	Vampire
Vanadin	Vanadium
Vancouver	Vancouver
Vancouver Island	Vancouver Island
Vandalism	Vandalism
Vaner	Vanir
Vanuatu	Vanuatu
Kategori:Vanuatu	Vanuatu
Var (departement)	Var (department)
Varians	Variance
Varna (stad)	Varna
Kärlväxter	Vascular plant
Vatikanstaten	Vatican City
Kategori:Vatikanstaten	Vatican City
Vektor	Vector (spatial)
Vega (stjärna)	Vega
Grönsaker	Vegetable
Vegetarian	Vegetarianism
Ven (blodkärl)	Vein
Seglet	Vela (constellation)
Velociraptor	Velociraptor
Hastighet	Velocity
Veneto	Veneto
Venezuela	Venezuela
Kategori:Venezuela	Venezuela
Venedig	Venice
Venus	Venus
Venus (olika betydelser)	Venus (disambiguation)
Venus (gudinna)	Venus (mythology)
Verb	Verb
Vermont	Vermont
Kategori:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Ryggkota	Vertebra
Ryggrad	Vertebral column
Ryggradsdjur	Vertebrate
Vespasianus	Vespasian
Vesta	Vesta (mythology)
Veto	Veto
USA:s vicepresident	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria, Seychellerna	Victoria
Victoria, British Columbia	Victoria
Victoria	Victoria
Victoria, Australien	Victoria (Australia)
Victoriafallen	Victoria Falls
Video	Video
Datorspel	Video game
Wien	Vienna
Kategori:Wien	Vienna
Vienne (departement)	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Kategori:Vietnam	Vietnam
Vietnamkriget	Vietnam War
Kategori:Vietnamkriget	Vietnam War
Viking	Viking
Vilfredo Pareto	Vilfredo Pareto
By	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinäger	Vinegar
Altfiol	Viola
Våld	Violence
Fiol	Violin
Vergilius	Virgil
Jungfruöarna	Virgin Islands
Virginia	Virginia
Kategori:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Jungfru	Virginity
Jungfrun (stjärnbild)	Virgo (constellation)
Virtuellt minne	Virtual memory
Virtuell verklighet	Virtual reality
Dygd	Virtue
Virus	Virus
Viskositet	Viscosity
Vishnu	Vishnu
Wisła	Vistula
Vitaminer	Vitamin
Retinol	Vitamin A
Pyridoxin	Vitamin B6
Vitamin D	Vitamin D
K-vitamin	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vokativ	Vocative case
Vodka	Vodka
Flygfisken	Volans
Vulkan	Volcano
Kategori:Vulkanologi	Volcanology
Vulkanologi	Volcanology
Volga	Volga River
Volgograd	Volgograd
Volleyboll	Volleyball
Kategori:Volleyboll	Volleyball
Volt	Volt
Elektrisk spänning	Voltage
Voltaire	Voltaire
Volym (geometri)	Volume
Kräkning	Vomiting
Voodoo	Voodoo
Vokal	Vowel
Vulcanus	Vulcan (mythology)
Vulgärlatin	Vulgar Latin
Vulgata	Vulgate
Räven	Vulpecula
Vulva	Vulva
W	W
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhabism
Wake	Wake Island
Wales	Wales
Kategori:Wales	Wales
Valnötter	Walnut
Valross	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Krig	War
Kategori:Krig	War
Brott mot krigets lagar	War crime
Spanska tronföljdskriget	War of the Spanish Succession
Rosornas krig	Wars of the Roses
Warszawa	Warsaw
Vårta	Wart
Tvättmaskin	Washing machine
Washington, D.C.	Washington
Washington (delstat)	Washington
Kategori:Washington	Washington
Washington	Washington (disambiguation)
Vasilij Kandinskij	Wassily Kandinsky
Avfall	Waste
Vatten	Water
Kategori:Vatten	Water
Vattenpolo	Water polo
Vattenfall	Waterfall
Watergateaffären	Watergate scandal
Vattenmelon	Watermelon
Watt	Watt
Wattimme	Watt-hour
Mekaniska vågor	Wave
Våglängd	Wavelength
Vax	Wax
Svag växelverkan	Weak interaction
Vapen	Weapon
Väder	Weather
Webbläsare	Web browser
Webbsida	Web page
Webbkamera	Webcam
Weber (enhet)	Weber (unit)
Webbplats	Website
Onsdag	Wednesday
Vecka	Week
Tyngd	Weight
Tyngdlyftning	Weightlifting
Weimar	Weimar
Weimarrepubliken	Weimar Republic
Svetsning	Welding
Wellington	Wellington
Varulv	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Väster	West
Västafrika	West Africa
Västbanken	West Bank
Västbengalen	West Bengal
Västberlin	West Berlin
Västtyskland	West Germany
West Sussex	West Sussex
West Virginia	West Virginia
Kategori:West Virginia	West Virginia
Western Australia	Western Australia
Västromerska riket	Western Roman Empire
Västsahara	Western Sahara
Kategori:Västsahara	Western Sahara
Westminster Abbey	Westminster Abbey
Valar	Whale
Veten	Wheat
Hjul	Wheel
Whisky	Whisky
Vita huset	White House
Vita havet	White Sea
Vit blodkropp	White blood cell
Vit dvärg	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Wide Area Network	Wide area network
Wiesbaden	Wiesbaden
Vildkatt	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testamente	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Vilhelm I (tysk kejsare)	William I
Vilhelm II av Tyskland	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William B. Shockley	William Shockley
William Wordsworth	William Wordsworth
William Ockham	William of Ockham
Videsläktet	Willow
Willy Brandt	Willy Brandt
Blåsinstrument	Wind instrument
Vindkraft	Wind power
Windhoek	Windhoek
Väderkvarn	Windmill
Fönster	Window
Vin	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Vinter	Winter
Olympiska vinterspelen	Winter Olympic Games
Kategori:Olympiska vinterspelen	Winter Olympic Games
Wisconsin	Wisconsin
Kategori:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Kvinna	Woman
Trä	Wood
Woodrow Wilson	Woodrow Wilson
Träblåsinstrument	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Ord	Word
Ordbehandlare	Word processor
Värld	World
Världsbanken	World Bank
Världshälsoorganisationen	World Health Organization
World Meteorological Organization	World Meteorological Organization
World Trade Center	World Trade Center
Världshandelsorganisationen	World Trade Organization
Första världskriget	World War I
Kategori:Första världskriget	World War I
Andra världskriget	World War II
Kategori:Andra världskriget	World War II
World Wide Web	World Wide Web
Kategori:World Wide Web	World Wide Web
Världskrig	World war
Maskhål	Wormhole
Skribent	Writer
Wuhan	Wuhan
Wyoming	Wyoming
Kategori:Wyoming	Wyoming
X	X
Röntgenstrålning	X-ray
Trögdjur	Xenarthra
Xenon	Xenon
Xenophanes	Xenophanes
Främlingsfientlighet	Xenophobia
Xenofon	Xenophon
Xi	Xi
Xinjiang	Xinjiang
Xylofon	Xylophone
Y	Y
JHVH	Yahweh
Jak	Yak
Yakuza	Yakuza
Yale University	Yale University
Jalta	Yalta
Jaltakonferensen	Yalta Conference
Rangoon	Yangon
Changjiang	Yangtze River
Yard	Yard
Yassir Arafat	Yasser Arafat
År	Year
Kategori:Årtal	Years
Jäst	Yeast
Gul	Yellow
Huanghe	Yellow River
Gula havet	Yellow Sea
Yellowstone nationalpark	Yellowstone National Park
Jemen	Yemen
Kategori:Jemen	Yemen
Jenisej	Yenisei River
Jerevan	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Jojo	Yo-yo
Yoga	Yoga
Yoghurt	Yoghurt
Yoko Ono	Yoko Ono
