English	Thai
Oregon	มลรัฐออริกอน
Oregon	หมวดหมู่:มลรัฐออริกอน
Organ (anatomy)	อวัยวะ
Organ (music)	ออร์แกน
Organelle	ออร์แกเนลล์
Organic chemistry	เคมีอินทรีย์
Organic compound	สารประกอบอินทรีย์
Organism	สิ่งมีชีวิต
Organization	องค์กร
Orgasm	จุดสุดยอดทางเพศ
Origami	โอะริงะมิ
Original sin	ปฐมบาป
Orinoco	แม่น้ำโอรีโนโก
Orion (constellation)	กลุ่มดาวนายพราน
Orissa	รัฐโอริสสา
Orlando	ออร์แลนโด
Orson Welles	ออร์สัน เวลส์
Osaka	โอซะกะ (เมือง)
Osama bin Laden	อุซามะห์ บิน ลาดิน
Osiris	เทพโอซีริส
Oslo	ออสโล
Osmium	ออสเมียม
Ostrich	นกกระจอกเทศ
Ottawa	ออตตาวา
Otto von Bismarck	ออทโท ฟอน บิสมาร์ค
Ottoman Empire	จักรวรรดิออตโตมัน
Ounce	ออนซ์
Owl	นกเค้าแมว
Oxidation state	สถานะออกซิเดชัน
Oxide	ออกไซด์
Oxygen	ออกซิเจน
Oxymoron	ปฏิพจน์
Ozone	โอโซน
Ozone layer	ชั้นโอโซน
P	P
PH	ค่า pH
Pablo Picasso	ปาโบล ปีกัสโซ
Pacific Ocean	มหาสมุทรแปซิฟิก
Pacific Ocean	หมวดหมู่:มหาสมุทรแปซิฟิก
Pakistan	ประเทศปากีสถาน
Pakistan	หมวดหมู่:ประเทศปากีสถาน
Palace of Versailles	พระราชวังแวร์ซายส์
Palau	ประเทศปาเลา
Paleolithic	ยุคหินเก่า
Paleontology	บรรพชีวินวิทยา
Palestine	ปาเลสไตน์
Palestine	หมวดหมู่:ปาเลสไตน์
Pali	ภาษาบาลี
Palladium	แพลเลเดียม
Panama	ประเทศปานามา
Panama Canal	คลองปานามา
Panama City	ปานามาซิตี
Pandemic	โรคระบาดทั่ว
Pandora	แพนโดรา
Pangaea	มหาทวีปแพนเจีย
Papua New Guinea	ประเทศปาปัวนิวกินี
Papyrus	กระดาษพาไพรัส
Parabola	พาราโบลา
Parachute	ร่มชูชีพ
Paradox	ปฏิทรรศน์
Paraguay	ประเทศปารากวัย
Paraguay	หมวดหมู่:ประเทศปารากวัย
Parallelogram	รูปสี่เหลี่ยมด้านขนาน
Paris	ปารีส
Paris (mythology)	ปารีส (ทรอย)
Parity (mathematics)	จำนวนคู่และจำนวนคี่
Parkinson's disease	โรคพาร์กินสัน
Parliament	รัฐสภา
Parsec	พาร์เซก
Parthenon	วิหารพาร์เธนอน
Particle physics	ฟิสิกส์พลังงานสูง
Parvati	พระแม่ปารวตี
Pascal	ปาสคาล
Pascal (programming language)	ภาษาปาสกาล
Pascal (unit)	ปาสคาล (หน่วยวัด)
Passover	ปัสกา
Pasteurization	พาสเจอร์ไรซ์
Patent	สิทธิบัตร
Pathology	พยาธิวิทยา
Paul the Apostle	พอลแห่งทาซัส
Pavo (constellation)	กลุ่มดาวนกยูง
Pawn (chess)	เบี้ย (หมากรุก)
Pays de la Loire	แคว้นเปอีส์ เดอ ลา ลัวร์
Pea	ถั่วลันเตา
Peace	สันติภาพ
Peach	ลูกท้อ
Peafowl	นกยูง
Pear	สาลี่
Pearl	ไข่มุก
Pearl Harbor	ท่าเรือเพิร์ล
Pediatrics	กุมารเวชศาสตร์
Pegasus	เพกาซัส
Pegasus (constellation)	กลุ่มดาวม้าบิน
Pencil	ดินสอ
Penicillin	ฟีนอกซิลเมตทิลเพนิซิลลิน
Peninsula	คาบสมุทร
Pennsylvania	มลรัฐเพนซิลเวเนีย
Pentagon	รูปห้าเหลี่ยม
People	หมวดหมู่:บุคคล
People's Republic of China	ประเทศจีน
Pepsi	เป๊ปซี่
Peptide	เปปไทด์
Percentage	อัตราร้อยละ
Percussion instrument	เพอร์คัชชัน
Perfume	น้ำหอม
Period (periodic table)	คาบในตารางธาตุ
Periodic table	ตารางธาตุ
Permutation	การเรียงสับเปลี่ยน
Perpetual motion	เครื่องจักรนิรันดร์
Persephone	เพอร์ซิโฟเน
Perseus (constellation)	กลุ่มดาวเพอร์ซิอัส
Persian Gulf	อ่าวเปอร์เซีย
Personal digital assistant	พีดีเอ
Peru	ประเทศเปรู
Peru	หมวดหมู่:ประเทศเปรู
Peter Paul Rubens	ปีเตอร์ พอล รูเบนส์
Petroleum	ปิโตรเลียม
Pharaoh	ฟาโรห์
Pharmacology	เภสัชวิทยา
Pharmacology	หมวดหมู่:เภสัชวิทยา
Pharynx	คอหอย
Phase (matter)	สถานะ (สสาร)
Phenylketonuria	ฟีนิลคีโตนูเรีย
Phi (letter)	ฟาย
Philately	หมวดหมู่:แสตมป์
Philip II of Spain	พระเจ้าเฟลิเปที่ 2 แห่งสเปน
Philippine Sea	ทะเลฟิลิปปินส์
Philippines	ประเทศฟิลิปปินส์
Philippines	หมวดหมู่:ประเทศฟิลิปปินส์
Philology	นิรุกติศาสตร์
Philosophy	ปรัชญา
Philosophy	หมวดหมู่:ปรัชญา
Phnom Penh	พนมเปญ
Phobia	โฟเบีย
Phobos (moon)	โฟบอส
Phoenix	ฟีนิกซ์ (มลรัฐแอริโซนา)
Phoenix	ฟีนิกซ์
Phoenix (constellation)	กลุ่มดาวนกฟีนิกซ์
Phoenix (mythology)	ฟีนิกซ์ (ตำนาน)
Phonetics	สัทศาสตร์
Phonetics	หมวดหมู่:สัทศาสตร์
Phosphate	ฟอสเฟต
Phosphorus	ฟอสฟอรัส
Photography	การถ่ายภาพ
Photography	หมวดหมู่:การถ่ายภาพ
Photosynthesis	การสังเคราะห์ด้วยแสง
Phylum	ไฟลัม
Physical chemistry	เคมีฟิสิกส์
Physician	แพทย์
Physics	ฟิสิกส์
Physics	หมวดหมู่:ฟิสิกส์
Physics	สถานีย่อย:ฟิสิกส์
Physiology	สรีรวิทยา
Physiology	หมวดหมู่:สรีรวิทยา
Pi	พาย (ค่าคงตัว)
Pi (letter)	พาย (อักษรกรีก)
Piano	เปียโน
Picardie	แคว้นปีการ์ดี
Pictor	กลุ่มดาวขาตั้งภาพ
Pidgin (software)	พิดจิน
Piedmont	แคว้นปีเอมอนเต
Pierre Curie	ปีแอร์ กูรี
Pierre de Fermat	ปิแยร์ เดอ แฟร์มาต์
Pigment	รงควัตถุ
Pineapple	สับปะรด
Ping	Ping
Pink	สีชมพู
Piracy	โจรสลัด
Pisa	ปิซา
Pisces (constellation)	กลุ่มดาวปลา
Pituitary gland	ต่อมใต้สมอง
Pixel	พิกเซล
Plagiarism	โจรกรรมทางวรรณกรรม
Planet	ดาวเคราะห์
Plankton	แพลงก์ตอน
Plant	พืช
Plasma (physics)	พลาสมา (ฟิสิกส์)
Plastic	พลาสติก
Plastid	พลาสติด
Plate tectonics	แผ่นเปลือกโลก
Platinum	แพลทินัม
Plato	เพลโต
Platypus	ตุ่นปากเป็ด
Playboy	เพลย์บอย
Playing card	ไพ่ป๊อก
Pluto	ดาวพลูโต
Plutonium	พลูโทเนียม
Pneumonia	โรคปอดบวม
Poaceae	หญ้า
Podcast	พอดแคสติง
Poetry	กวีนิพนธ์
Point (geometry)	จุด (เรขาคณิต)
Poitou-Charentes	แคว้นปัวตู-ชารองต์
Poland	ประเทศโปแลนด์
Poland	หมวดหมู่:ประเทศโปแลนด์
Polar bear	หมีขั้วโลก
Polaris	ดาวเหนือ
Police	ตำรวจ
Political party	พรรคการเมือง
Political science	รัฐศาสตร์
Politics	การเมือง
Politics	หมวดหมู่:การเมือง
Pollution	มลพิษ
Polonium	พอโลเนียม
Polygon	รูปหลายเหลี่ยม
Polyhedron	ทรงหลายหน้า
Polymer	พอลิเมอร์
Polynesia	โพลินีเซีย
Polynomial	พหุนาม
Pomegranate	ทับทิม (ผลไม้)
Pomelo	ส้มโอ
Pompeii	ปอมเปอี
Pontius Pilate	ปอนติอุส ปิลาตุส
Pop music	ป็อป
Pope	พระสันตะปาปา
Pope Alexander VI	สมเด็จพระสันตะปาปาอเล็กซานเดอร์ที่ 6
Population	ประชากร
Porcelain	เครื่องเคลือบดินเผา
Portrait	ภาพเหมือน
Portugal	ประเทศโปรตุเกส
Portugal	หมวดหมู่:ประเทศโปรตุเกส
Poseidon	โพไซดอน
Postage stamp	แสตมป์
Postal code	รหัสไปรษณีย์
Potassium	โพแทสเซียม
Potato	มันฝรั่ง
Potential energy	พลังงานศักย์
Potsdam	พอทสดัม
Pound (mass)	ปอนด์ (หน่วยมวล)
Pound sterling	ปอนด์สเตอร์ลิง
Prague	ปราก
Praseodymium	เพรซีโอดิเมียม
Prayer	การอธิษฐาน
Precession	การหมุนควง
Precipitation (meteorology)	หยาดน้ำฟ้า
