English	Ukrainian
Neville Chamberlain	Чемберлен Артур Невіл
New Brunswick	Новий Брансвік
New Caledonia	Нова Каледонія
New Delhi	Нью-Делі
New England	Нова Англія
New Guinea	Нова Гвінея
New Hampshire	Нью-Гемпшир
New Jersey	Нью-Джерсі
New Mexico	Нью-Мексико
New Orleans	Новий Орлеан
New South Wales	Новий Південний Уельс
New Testament	Новий Заповіт
New Year	Новий рік
New York	Нью-Йорк (штат)
New York (disambiguation)	Нью-Йорк (значення)
New York City	Нью-Йорк
New York City	Категорія:Нью-Йорк
New York Stock Exchange	Нью-Йоркська фондова біржа
New Zealand	Нова Зеландія
New Zealand	Категорія:Нова Зеландія
Newark	Ньюарк (Нью-Джерсі)
Newfoundland (island)	Ньюфаундленд
Newfoundland and Labrador	Ньюфаундленд і Лабрадор
Newton	Ньютон
Niacin	Ніацин
Niagara Falls	Ніагарський водоспад
Niamey	Ніамей
Nicaragua	Нікарагуа
Nicaragua	Категорія:Нікарагуа
Nice	Ніцца
Nicene Creed	Нікейський символ віри
Nickel	Нікель
Nicolas Poussin	Пусен Нікола
Nicolaus Copernicus	Коперник Микола
Nicosia	Нікосія
Niels Bohr	Бор Нільс
Niels Henrik Abel	Абель Нільс Генрік
Niger	Нігер
Niger River	Нігер (річка)
Nigeria	Нігерія
Nigeria	Категорія:Нігерія
Night	Ніч
Nike (mythology)	Ніке
Nikita Khrushchev	Хрущов Микита Сергійович
Nikola Tesla	Тесла Нікола
Nile	Ніл
Nile crocodile	Нільський крокодил
Ninja	Ніндзя
Niobium	Ніобій
Nirvana	Нірвана
Nitric acid	Азотна кислота
Nitrogen	Азот
Nitroglycerin	Нітрогліцерин
Noah	Ной
Noam Chomsky	Ноам Чомскі
Nobel Prize	Нобелівська премія
Nobel Prize	Категорія:Нобелівські премії
Nobelium	Нобелій
Nobility	Знать
Noble gas	Інертні гази
Nominative case	Називний відмінок
Nonmetal	Неметали
Norfolk Island	Острів Норфолк
Norma (constellation)	Косинець (сузір'я)
Normal distribution	Нормальний розподіл
Norman Mailer	Норман Мейлер
Normandy	Нормандія
Norse mythology	Скандинавська міфологія
Norse mythology	Категорія:Скандинавська міфологія
North	Північ
North Africa	Північна Африка
North America	Північна Америка
North America	Категорія:Північна Америка
North Carolina	Північна Кароліна
North Carolina	Категорія:Північна Кароліна
North Dakota	Північна Дакота
North Island	Північний острів Нової Зеландії
North Korea	Північна Корея
North Pole	Північний полюс
North Sea	Північне море
North Yorkshire	Північний Йоркшир
Northern Europe	Північна Європа
Northern Hemisphere	Північна півкуля
Northern Ireland	Північна Ірландія
Northern Ireland	Категорія:Північна Ірландія
Northern Mariana Islands	Північні Маріанські острови
Northern Territory	Північна територія (Австралія)
Northern pike	Щука звичайна
Northwest Territories	Північно-західні території
Norway	Норвегія
Norway	Категорія:Норвегія
Norwegian Sea	Норвезьке море
Nose	Ніс
Nostradamus	Нострадамус
Note	Ноти
Nouakchott	Нуакшот
Noun	Іменник
Nova Scotia	Нова Шотландія
Novaya Zemlya	Нова Земля
Novel	Роман (жанр)
November	Листопад
November 1	1 листопада
November 11	11 листопада
November 2	2 листопада
November 5	5 листопада
Novosibirsk	Новосибірськ
Nu (letter)	Ню (літера)
Nuclear fusion	Ядерний синтез
Nuclear physics	Ядерна фізика
Nuclear physics	Категорія:Ядерна фізика
Nuclear power	Атомна енергія
Nuclear weapon	Ядерна зброя
Nucleic acid	Нуклеїнові кислоти
Nucleon	Нуклон
Nucleotide	Нуклеотиди
Number	Число
Numbers	Категорія:Числа
Numismatics	Нумізматика
Numismatics	Категорія:Нумізматика
Nunavut	Нунавут
Nuremberg	Нюрнберг
Nut (fruit)	Горіх
Nymph	Німфи
Nyx (mythology)	Нікс
O	O (латиниця)
OPEC	ОПЕК
Oahu	Оаху
Oak	Дуб
Oakland	Окленд (Каліфорнія)
Oasis	Оазис
Oat	Овес
Oaxaca	Оахака (штат)
Ob River	Об
Obelisk	Обеліск
Obesity	Ожиріння
Object-oriented programming	Об’єктно-орієнтоване програмування
Oboe	Гобой
Observatory	Обсерваторія
Obsidian	Обсидіан
Occam's razor	Бритва Оккама
Ocean	Океан
Ocean current	Морська течія
Oceania	Океанія
Oceania	Категорія:Океанія
Oceanid	Океаніди
Oceanography	Океанологія
Oceanography	Категорія:Океанографія
Oceanus	Океан (міфологія)
Octans	Октант (сузір'я)
Octave	Октава
October	Жовтень
October 12	12 жовтня
October 24	24 жовтня
Ode	Ода
Oder River	Одра
Odessa	Одеса
Odin	Одін
Odonata	Бабки
Odysseus	Одіссей
Odyssey	Одіссея
Oedipus	Едіп
Offside (football)	Положення поза грою у футболі
Ohio	Огайо (штат)
Ohm	Ом
Ohm's law	Закон Ома
Oil	Олія
Okapi	Окапі
Oklahoma	Оклахома
Oktoberfest	Октоберфест
Old Church Slavonic	Староцерковнослов'янська мова
Old Testament	Старий Заповіт
Oligarchy	Олігархія
Oligocene	Олігоцен
Oligopoly	Олігополія
Oliver Cromwell	Кромвель Олівер
Olympia	Олімпія
Olympic Games	Олімпійські ігри
Olympics	Категорія:Олімпійські ігри
Oman	Оман
Oman	Категорія:Оман
Omega	Омега (літера)
Omicron	Омікрон (літера)
Omsk	Омськ
Oncology	Категорія:Онкологія
Onomastics	Ономастика
Ontario	Онтаріо (провінція)
Ontology	Онтологія
Oort cloud	Хмара Оорта
Opal	Опал
Opera	Опера
Opera (Internet suite)	Opera
Operating system	Операційна система
Operetta	Оперета
Ophiuchus	Змієносець (сузір'я)
Optical fiber	Оптоволокно
Optics	Оптика
Optics	Категорія:Оптика
Optimization (mathematics)	Задача оптимізації
Oral sex	Оральний секс
Orange (colour)	Помаранчевий колір
Orange (fruit)	Апельсин
Orangutan	Орангутан
Oratorio	Ораторія
Orbit	Орбіта
Orca	Касатка
Orchestra	Оркестр
Orchidaceae	Орхідні
Order (biology)	Ряд (біологія)
Order of Saint Benedict	Бенедиктинці
Ordovician	Ордовицький період
Oregano	Материнка звичайна
Oregon	Орегон
Orestes (mythology)	Орест
Organ (anatomy)	Органи
Organ (music)	Орган (музика)
Organelle	Органела
Organic chemistry	Органічна хімія
Organic chemistry	Категорія:Органічна хімія
Organic compound	Органічні сполуки
Organism	Організм
Organization	Організація
Organization of American States	Організація Американських Держав
Orgasm	Оргазм
Origami	Оріґамі
Origen	Ориген
Original sin	Перворідний гріх
Orinoco	Оріноко
Orion (constellation)	Оріон (сузір'я)
Orissa	Орісса
Orlando	Орландо
Ornithology	Орнітологія
Ornithology	Категорія:Орнітологія
Orpheus	Орфей
Orthography	Правопис
Osaka	Осака
Osama bin Laden	Осама бен Ладен
Oscar Wilde	Уайльд Оскар
Oscillation	Коливання
Osiris	Осіріс
Oslo	Осло
Osman I	Осман І Газі
Osmium	Осмій
Osteichthyes	Кісткові риби
Osteoporosis	Остеопороз
Ostrava	Острава
Ostrich	Страус
Ottawa	Оттава
Otto I	Оттон I Великий
Otto von Bismarck	Отто фон Бісмарк
Ottoman Empire	Османська імперія
Ovary	Яєчник
Ovid	Публій Овідій Назон
Ovum	Яйцеклітина
Owl	Совоподібні
Oxford	Оксфорд (місто)
Oxide	Оксид
Oxygen	Кисень
Oxymoron	Оксюморон
Oxytocin	Окситоцин
Ozone	Озон
Ozone layer	Озоносфера
P	P (латиниця)
PH	PH
Pablo Neruda	Неруда Пабло
Pablo Picasso	Пабло Пікассо
Pacific Ocean	Тихий океан
Pacific Ocean	Категорія:Тихий океан
Pacifism	Пацифізм
Paganism	Язичництво
Painting	Категорія:Живопис
Pakistan	Пакистан
Pakistan	Категорія:Пакистан
Palace of Versailles	Версальський палац
Palau	Палау
Paleocene	Палеоцен
Paleolithic	Палеоліт
Paleontology	Палеонтологія
Paleontology	Категорія:Палеонтологія
Paleozoic	Палеозойська ера
Palermo	Палермо
Palestine	Палестина
Palestine	Категорія:Палестина
Palestine Liberation Organization	Організація визволення Палестини
Palestinian National Authority	Палестинська автономія
Palindrome	Паліндром
Palladium	Паладій
Palm Sunday	Вербна неділя
Pamir Mountains	Памір
Pan (mythology)	Пан (міфологія)
Panama	Панама
Panama	Категорія:Панама
Panama Canal	Панамський канал
Panama City	Панама (місто)
Pancreas	Підшлункова залоза
Pandora	Пандора (міфологія)
Pangaea	Пангея
Pantheism	Пантеїзм
Pantheon	Пантеон (Рим)
Papal States	Папська держава
Papua New Guinea	Папуа-Нова Гвінея
Papyrus	Папірус
Parabola	Парабола
Paracelsus	Теофраст Парацельс
Parachute	Парашут
Paradigm	Парадигма
Paradox	Парадокс
Paragliding	Параплан
Paraguay	Парагвай
Paraguay	Категорія:Парагвай
Parallelogram	Паралелограм
Paranoia	Параноя
Parapsychology	Парапсихологія
Parasitism	Паразитизм
Parchment	Пергамент
Paris	Париж
Paris	Категорія:Париж
Parkinson's disease	Хвороба Паркінсона
Parliament	Парламент
Parody	Пародія
Parsec	Парсек
Parsley	Петрушка
Parthenon	Парфенон
Parthia	Парфія
Particle physics	Фізика елементарних частинок
Particle physics	Категорія:Фізика елементарних частинок
Pascal (programming language)	Pascal
Pascal (unit)	Паскаль (одиниця СІ)
Passeriformes	Категорія:Горобцеподібні
Passerine	Горобцеподібні
