English	Portuguese
Washington (disambiguation)	Washington (desambiguação)
Wassily Kandinsky	Wassily Kandinsky
Waste	Resíduo
Water	Água
Water	Categoria:Água
Water polo	Pólo aquático
Waterfall	Queda de água
Watergate scandal	Caso Watergate
Watermelon	Melancia
Watt	Watt
Watt-hour	Quilowatt-hora
Wave	Onda
Wavelength	Comprimento de onda
Wax	Cera
Weak interaction	Força nuclear fraca
Weapon	Arma
Weather	Tempo (clima)
Web browser	Navegador
Web page	Página web
Webcam	Webcam
Weber (unit)	Weber (unidade)
Website	Site
Wednesday	Quarta-feira
Week	Semana
Weight	Peso
Weightlifting	Halterofilismo
Weimar	Weimar
Weimar Republic	República de Weimar
Welding	Soldagem
Wellington	Wellington
Werewolf	Lobisomem
Wernher von Braun	Wernher von Braun
Weser River	Rio Weser
West	Oeste
West Africa	África Ocidental
West Bank	Cisjordânia
West Bengal	Bengala Ocidental
West Berlin	Berlim Ocidental
West Germany	Alemanha Ocidental
West Sussex	West Sussex
West Virginia	Virgínia Ocidental
West Virginia	Categoria:Virgínia Ocidental
Western Australia	Austrália Ocidental
Western Roman Empire	Império Romano do Ocidente
Western Sahara	Saara Ocidental
Western Sahara	Categoria:Saara Ocidental
Westminster Abbey	Abadia de Westminster
Whale	Baleia
Wheat	Trigo
Wheel	Roda
Whisky	Uísque
White House	Casa Branca
White Sea	Mar Branco
White blood cell	Leucócito
White dwarf	Anã branca
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Rede de longa distância
Wiesbaden	Wiesbaden
Wildcat	Gato-bravo
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testamento
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Guilherme I da Alemanha
William II	Wilhelm II da Alemanha
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
William Wordsworth	William Wordsworth
William of Ockham	William de Ockham
Willow	Salgueiro
Willy Brandt	Willy Brandt
Wind instrument	Instrumento de sopro
Wind power	Energia eólica
Windhoek	Windhoek
Windmill	Moinho de vento
Window	Janela
Wine	Vinho
Wine	Categoria:Vinhos
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Inverno
Winter Olympic Games	Jogos Olímpicos de Inverno
Winter Olympic Games	Categoria:Jogos Olímpicos de Inverno
Wisconsin	Wisconsin
Wisconsin	Categoria:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Mulher
Wood	Madeira
Woodrow Wilson	Thomas Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Palavra
Word processor	Processador de texto
World	Mundo
World Bank	Banco Mundial
World Health Organization	Organização Mundial da Saúde
World Meteorological Organization	Organização Meteorológica Mundial
World Trade Center	World Trade Center
World Trade Organization	Organização Mundial do Comércio
World War I	Primeira Guerra Mundial
World War I	Categoria:Primeira Guerra Mundial
World War II	Segunda Guerra Mundial
World War II	Categoria:Segunda Guerra Mundial
World Wide Web	World Wide Web
World Wide Web	Categoria:WWW
World war	Guerra mundial
Worm	Verme
Wormhole	Buraco-de-minhoca
Writer	Escritor
Writing system	Sistema de escrita
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Categoria:Wyoming
X	X
X-ray	Raios X
Xenarthra	Xenarthra
Xenon	Xenônio
Xenophanes	Xenófanes de Cólofon
Xenophobia	Xenofobia
Xenophon	Xenofonte
Xi	Ξ
Xinjiang	Xinjiang
Xylophone	Xilofone
Y	Y
Yahweh	Tetragrama YHVH
Yak	Iaque
Yakuza	Yakuza
Yale University	Universidade Yale
Yalta	Ialta
Yalta Conference	Conferência de Ialta
Yangon	Yangon
Yangtze River	Rio Yangtzé
Yard	Jarda
Yasser Arafat	Yasser Arafat
Year	Ano
Years	Categoria:Anos
Yeast	Levedura
Yellow	Amarelo
Yellow River	Rio Amarelo
Yellow Sea	Mar Amarelo
Yellowstone National Park	Parque Nacional de Yellowstone
Yemen	Iémen
Yemen	Categoria:Iémen
Yenisei River	Rio Ienissei
Yerevan	Erevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Ioiô
Yoga	Ioga
Yoghurt	Iogurte
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Yom Kipur
Yom Kippur War	Guerra do Yom Kipur
York	York
Yosemite National Park	Parque Nacional de Yosemite
Young's modulus	Módulo de Young
Ytterbium	Itérbio
Yttrium	Ítrio
Yuan Dynasty	Dinastia Yuan
Yugoslavia	Jugoslávia
Yugoslavia	Categoria:Iugoslávia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Iuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Rio Zambeze
Zambia	Zâmbia
Zambia	Categoria:Zâmbia
Zanzibar	Zanzibar
Zaragoza	Saragoça
Zealand	Zelândia (Dinamarca)
Zebra	Zebra
Zen	Zen
Zenith	Zênite
Zeno (emperor)	Zenão I
Zeno of Citium	Zenão de Cítio
Zeno of Elea	Zenão de Eléia
Zeta	Ζ
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zigurate
Zimbabwe	Zimbabwe
Zimbabwe	Categoria:Zimbabwe
Zinc	Zinco
Zionism	Sionismo
Zirconium	Zircônio
Zodiac	Zodíaco
Zombie	Zumbi
Zoo	Jardim zoológico
Zoology	Zoologia
Zoology	Categoria:Zoologia
Zoroaster	Zaratustra
Zoroastrianism	Zoroastrismo
Zulu	Zulus
